"gene_name","de_novo_junctions","strand","paste_into_igv_junction","delta075025","delta025021","delta021018","delta018012","delta012000","percentile","color_gene_name","name","value","alpha_gene_name"
"FAM86JP",0,"+","chr3:125920905-125928495",0.1522,0.0684,0.1361,-0.0636,0.0723,90,"high_psi","dox_0125",0.1166,"1"
"FAM86JP",0,"+","chr3:125920905-125928495",0.1522,0.0684,0.1361,-0.0636,0.0723,90,"high_psi","dox_0187",0.053,"1"
"FAM86JP",0,"+","chr3:125920905-125928495",0.1522,0.0684,0.1361,-0.0636,0.0723,90,"high_psi","dox_021",0.1891,"1"
"FAM86JP",0,"+","chr3:125920905-125928495",0.1522,0.0684,0.1361,-0.0636,0.0723,90,"high_psi","dox_025",0.2575,"1"
"FAM86JP",0,"+","chr3:125920905-125928495",0.1522,0.0684,0.1361,-0.0636,0.0723,90,"high_psi","dox_075",0.4097,"1"
"TRAPPC12",0,"+","chr2:3421786-3421881",0.135,0.01,0.0078,-0.0018,0.0073,64,"mid_psi","no_dox",9e-04,"2"
"TRAPPC12",0,"+","chr2:3421786-3421881",0.135,0.01,0.0078,-0.0018,0.0073,64,"mid_psi","dox_0125",0.0082,"2"
"TRAPPC12",0,"+","chr2:3421786-3421881",0.135,0.01,0.0078,-0.0018,0.0073,64,"mid_psi","dox_0187",0.0064,"2"
"TRAPPC12",0,"+","chr2:3421786-3421881",0.135,0.01,0.0078,-0.0018,0.0073,64,"mid_psi","dox_021",0.0142,"2"
"TRAPPC12",0,"+","chr2:3421786-3421881",0.135,0.01,0.0078,-0.0018,0.0073,64,"mid_psi","dox_025",0.0242,"2"
"TRAPPC12",0,"+","chr2:3421786-3421881",0.135,0.01,0.0078,-0.0018,0.0073,64,"mid_psi","dox_075",0.1592,"2"
"TRAPPC12",1,"+","chr2:3458515-3460263",0.3681,0.2604,0.1477,0.1242,0.0087,97,"high_psi","no_dox",8e-04,"1"
"TRAPPC12",1,"+","chr2:3458515-3460263",0.3681,0.2604,0.1477,0.1242,0.0087,97,"high_psi","dox_0125",0.0095,"1"
"TRAPPC12",1,"+","chr2:3458515-3460263",0.3681,0.2604,0.1477,0.1242,0.0087,97,"high_psi","dox_0187",0.1337,"1"
"TRAPPC12",1,"+","chr2:3458515-3460263",0.3681,0.2604,0.1477,0.1242,0.0087,97,"high_psi","dox_021",0.2814,"1"
"TRAPPC12",1,"+","chr2:3458515-3460263",0.3681,0.2604,0.1477,0.1242,0.0087,97,"high_psi","dox_025",0.5418,"1"
"TRAPPC12",1,"+","chr2:3458515-3460263",0.3681,0.2604,0.1477,0.1242,0.0087,97,"high_psi","dox_075",0.9099,"1"
"TRAPPC12",1,"+","chr2:3478102-3478713",0.1171,0.012,0.0244,0.0088,-0.0023,71,"high_psi","no_dox",0.0174,"1"
"TRAPPC12",1,"+","chr2:3478102-3478713",0.1171,0.012,0.0244,0.0088,-0.0023,71,"high_psi","dox_0125",0.0151,"1"
"TRAPPC12",1,"+","chr2:3478102-3478713",0.1171,0.012,0.0244,0.0088,-0.0023,71,"high_psi","dox_0187",0.0239,"1"
"TRAPPC12",1,"+","chr2:3478102-3478713",0.1171,0.012,0.0244,0.0088,-0.0023,71,"high_psi","dox_021",0.0483,"1"
"TRAPPC12",1,"+","chr2:3478102-3478713",0.1171,0.012,0.0244,0.0088,-0.0023,71,"high_psi","dox_025",0.0603,"1"
"TRAPPC12",1,"+","chr2:3478102-3478713",0.1171,0.012,0.0244,0.0088,-0.0023,71,"high_psi","dox_075",0.1774,"1"
"SYNPO",1,"+","chr5:150624907-150647944",0.199,-0.00460000000000001,0.0597,0.0265,-0.0258,86,"high_psi","no_dox",0.0458,"1"
"SYNPO",1,"+","chr5:150624907-150647944",0.199,-0.00460000000000001,0.0597,0.0265,-0.0258,86,"high_psi","dox_0125",0.02,"1"
"SYNPO",1,"+","chr5:150624907-150647944",0.199,-0.00460000000000001,0.0597,0.0265,-0.0258,86,"high_psi","dox_0187",0.0465,"1"
"SYNPO",1,"+","chr5:150624907-150647944",0.199,-0.00460000000000001,0.0597,0.0265,-0.0258,86,"high_psi","dox_021",0.1062,"1"
"SYNPO",1,"+","chr5:150624907-150647944",0.199,-0.00460000000000001,0.0597,0.0265,-0.0258,86,"high_psi","dox_025",0.1016,"1"
"SYNPO",1,"+","chr5:150624907-150647944",0.199,-0.00460000000000001,0.0597,0.0265,-0.0258,86,"high_psi","dox_075",0.3006,"1"
"FBXL14",0,"-","chr12:1566810-1592873",0.0871,-0.021,0.0365,0.0098,-0.028,38,"mid_psi","no_dox",0.0408,"2"
"FBXL14",0,"-","chr12:1566810-1592873",0.0871,-0.021,0.0365,0.0098,-0.028,38,"mid_psi","dox_0125",0.0128,"2"
"FBXL14",0,"-","chr12:1566810-1592873",0.0871,-0.021,0.0365,0.0098,-0.028,38,"mid_psi","dox_0187",0.0226,"2"
"FBXL14",0,"-","chr12:1566810-1592873",0.0871,-0.021,0.0365,0.0098,-0.028,38,"mid_psi","dox_021",0.0591,"2"
"FBXL14",0,"-","chr12:1566810-1592873",0.0871,-0.021,0.0365,0.0098,-0.028,38,"mid_psi","dox_025",0.0381,"2"
"FBXL14",0,"-","chr12:1566810-1592873",0.0871,-0.021,0.0365,0.0098,-0.028,38,"mid_psi","dox_075",0.1252,"2"
"ALG14",0,"-","chr1:94983633-95027129",0.0958,0.0124,-0.0213,0.0163,0.0169,37,"mid_psi","no_dox",0.0048,"2"
"ALG14",0,"-","chr1:94983633-95027129",0.0958,0.0124,-0.0213,0.0163,0.0169,37,"mid_psi","dox_0125",0.0217,"2"
"ALG14",0,"-","chr1:94983633-95027129",0.0958,0.0124,-0.0213,0.0163,0.0169,37,"mid_psi","dox_0187",0.038,"2"
"ALG14",0,"-","chr1:94983633-95027129",0.0958,0.0124,-0.0213,0.0163,0.0169,37,"mid_psi","dox_021",0.0167,"2"
"ALG14",0,"-","chr1:94983633-95027129",0.0958,0.0124,-0.0213,0.0163,0.0169,37,"mid_psi","dox_025",0.0291,"2"
"ALG14",0,"-","chr1:94983633-95027129",0.0958,0.0124,-0.0213,0.0163,0.0169,37,"mid_psi","dox_075",0.1249,"2"
"FGGY",0,"+","chr1:59638375-59641280",0.00719999999999998,0.1099,-0.0319,-0.0387,0.0745,40,"mid_psi","no_dox",0.0061,"2"
"FGGY",0,"+","chr1:59638375-59641280",0.00719999999999998,0.1099,-0.0319,-0.0387,0.0745,40,"mid_psi","dox_0125",0.0806,"2"
"FGGY",0,"+","chr1:59638375-59641280",0.00719999999999998,0.1099,-0.0319,-0.0387,0.0745,40,"mid_psi","dox_0187",0.0419,"2"
"FGGY",0,"+","chr1:59638375-59641280",0.00719999999999998,0.1099,-0.0319,-0.0387,0.0745,40,"mid_psi","dox_021",0.01,"2"
"FGGY",0,"+","chr1:59638375-59641280",0.00719999999999998,0.1099,-0.0319,-0.0387,0.0745,40,"mid_psi","dox_025",0.1199,"2"
"FGGY",0,"+","chr1:59638375-59641280",0.00719999999999998,0.1099,-0.0319,-0.0387,0.0745,40,"mid_psi","dox_075",0.1271,"2"
"AFF1",1,"+","chr4:87007424-87084120",0.1006,0.0013,-0.0705,0.0407,-0.0012,12,"low_psi","no_dox",0.0351,"1"
"AFF1",1,"+","chr4:87007424-87084120",0.1006,0.0013,-0.0705,0.0407,-0.0012,12,"low_psi","dox_0125",0.0339,"1"
"AFF1",1,"+","chr4:87007424-87084120",0.1006,0.0013,-0.0705,0.0407,-0.0012,12,"low_psi","dox_0187",0.0746,"1"
"AFF1",1,"+","chr4:87007424-87084120",0.1006,0.0013,-0.0705,0.0407,-0.0012,12,"low_psi","dox_021",0.0041,"1"
"AFF1",1,"+","chr4:87007424-87084120",0.1006,0.0013,-0.0705,0.0407,-0.0012,12,"low_psi","dox_025",0.0054,"1"
"AFF1",1,"+","chr4:87007424-87084120",0.1006,0.0013,-0.0705,0.0407,-0.0012,12,"low_psi","dox_075",0.106,"1"
"ZFAND4",1,"-","chr10:45618260-45639816",0.047,0.0146,-0.0805,0.0303,0.0623,10,"low_psi","no_dox",0.0309,"1"
"ZFAND4",1,"-","chr10:45618260-45639816",0.047,0.0146,-0.0805,0.0303,0.0623,10,"low_psi","dox_0125",0.0932,"1"
"ZFAND4",1,"-","chr10:45618260-45639816",0.047,0.0146,-0.0805,0.0303,0.0623,10,"low_psi","dox_0187",0.1235,"1"
"ZFAND4",1,"-","chr10:45618260-45639816",0.047,0.0146,-0.0805,0.0303,0.0623,10,"low_psi","dox_021",0.043,"1"
"ZFAND4",1,"-","chr10:45618260-45639816",0.047,0.0146,-0.0805,0.0303,0.0623,10,"low_psi","dox_025",0.0576,"1"
"ZFAND4",1,"-","chr10:45618260-45639816",0.047,0.0146,-0.0805,0.0303,0.0623,10,"low_psi","dox_075",0.1046,"1"
"KRCC1",1,"-","chr2:88034231-88036943",0.0272,0.0267,0.0468,-0.0534,0.0094,12,"low_psi","no_dox",0.0496,"1"
"KRCC1",1,"-","chr2:88034231-88036943",0.0272,0.0267,0.0468,-0.0534,0.0094,12,"low_psi","dox_0125",0.059,"1"
"KRCC1",1,"-","chr2:88034231-88036943",0.0272,0.0267,0.0468,-0.0534,0.0094,12,"low_psi","dox_0187",0.0056,"1"
"KRCC1",1,"-","chr2:88034231-88036943",0.0272,0.0267,0.0468,-0.0534,0.0094,12,"low_psi","dox_021",0.0524,"1"
"KRCC1",1,"-","chr2:88034231-88036943",0.0272,0.0267,0.0468,-0.0534,0.0094,12,"low_psi","dox_025",0.0791,"1"
"KRCC1",1,"-","chr2:88034231-88036943",0.0272,0.0267,0.0468,-0.0534,0.0094,12,"low_psi","dox_075",0.1063,"1"
"NADSYN1",1,"+","chr11:71499039-71501302",0.0513,0.0505,-0.0628,0.1209,2e-04,66,"mid_psi","no_dox",0.0019,"2"
"NADSYN1",1,"+","chr11:71499039-71501302",0.0513,0.0505,-0.0628,0.1209,2e-04,66,"mid_psi","dox_0125",0.0021,"2"
"NADSYN1",1,"+","chr11:71499039-71501302",0.0513,0.0505,-0.0628,0.1209,2e-04,66,"mid_psi","dox_0187",0.123,"2"
"NADSYN1",1,"+","chr11:71499039-71501302",0.0513,0.0505,-0.0628,0.1209,2e-04,66,"mid_psi","dox_021",0.0602,"2"
"NADSYN1",1,"+","chr11:71499039-71501302",0.0513,0.0505,-0.0628,0.1209,2e-04,66,"mid_psi","dox_025",0.1107,"2"
"NADSYN1",1,"+","chr11:71499039-71501302",0.0513,0.0505,-0.0628,0.1209,2e-04,66,"mid_psi","dox_075",0.162,"2"
"NADSYN1",1,"+","chr11:71500036-71501301",0.0019,0.0675,-0.0077,0.0436,-0.0192,35,"mid_psi","no_dox",0.0363,"2"
"NADSYN1",1,"+","chr11:71500036-71501301",0.0019,0.0675,-0.0077,0.0436,-0.0192,35,"mid_psi","dox_0125",0.0171,"2"
"NADSYN1",1,"+","chr11:71500036-71501301",0.0019,0.0675,-0.0077,0.0436,-0.0192,35,"mid_psi","dox_0187",0.0607,"2"
"NADSYN1",1,"+","chr11:71500036-71501301",0.0019,0.0675,-0.0077,0.0436,-0.0192,35,"mid_psi","dox_021",0.053,"2"
"NADSYN1",1,"+","chr11:71500036-71501301",0.0019,0.0675,-0.0077,0.0436,-0.0192,35,"mid_psi","dox_025",0.1205,"2"
"NADSYN1",1,"+","chr11:71500036-71501301",0.0019,0.0675,-0.0077,0.0436,-0.0192,35,"mid_psi","dox_075",0.1224,"2"
"GXYLT2",1,"+","chr3:72955349-72957234",0.0864,0.0445,-0.0475,-0.0262,0.0429,47,"mid_psi","no_dox",0.0351,"2"
"GXYLT2",1,"+","chr3:72955349-72957234",0.0864,0.0445,-0.0475,-0.0262,0.0429,47,"mid_psi","dox_0125",0.078,"2"
"GXYLT2",1,"+","chr3:72955349-72957234",0.0864,0.0445,-0.0475,-0.0262,0.0429,47,"mid_psi","dox_0187",0.0518,"2"
"GXYLT2",1,"+","chr3:72955349-72957234",0.0864,0.0445,-0.0475,-0.0262,0.0429,47,"mid_psi","dox_021",0.0043,"2"
"GXYLT2",1,"+","chr3:72955349-72957234",0.0864,0.0445,-0.0475,-0.0262,0.0429,47,"mid_psi","dox_025",0.0488,"2"
"GXYLT2",1,"+","chr3:72955349-72957234",0.0864,0.0445,-0.0475,-0.0262,0.0429,47,"mid_psi","dox_075",0.1352,"2"
"WASHC2C",0,"+","chr10:45750838-45752588",0.0922,0.0113,0,-0.0345,0.0083,29,"low_psi","no_dox",0.0414,"1"
"WASHC2C",0,"+","chr10:45750838-45752588",0.0922,0.0113,0,-0.0345,0.0083,29,"low_psi","dox_0125",0.0497,"1"
"WASHC2C",0,"+","chr10:45750838-45752588",0.0922,0.0113,0,-0.0345,0.0083,29,"low_psi","dox_0187",0.0152,"1"
"WASHC2C",0,"+","chr10:45750838-45752588",0.0922,0.0113,0,-0.0345,0.0083,29,"low_psi","dox_021",0.0152,"1"
"WASHC2C",0,"+","chr10:45750838-45752588",0.0922,0.0113,0,-0.0345,0.0083,29,"low_psi","dox_025",0.0265,"1"
"WASHC2C",0,"+","chr10:45750838-45752588",0.0922,0.0113,0,-0.0345,0.0083,29,"low_psi","dox_075",0.1187,"1"
"TMCC1",1,"-","chr3:129839060-129880309",0.1093,-0.000300000000000002,0.0075,0.0046,-0.0429,41,"mid_psi","no_dox",0.0495,"2"
"TMCC1",1,"-","chr3:129839060-129880309",0.1093,-0.000300000000000002,0.0075,0.0046,-0.0429,41,"mid_psi","dox_0125",0.0066,"2"
"TMCC1",1,"-","chr3:129839060-129880309",0.1093,-0.000300000000000002,0.0075,0.0046,-0.0429,41,"mid_psi","dox_0187",0.0112,"2"
"TMCC1",1,"-","chr3:129839060-129880309",0.1093,-0.000300000000000002,0.0075,0.0046,-0.0429,41,"mid_psi","dox_021",0.0187,"2"
"TMCC1",1,"-","chr3:129839060-129880309",0.1093,-0.000300000000000002,0.0075,0.0046,-0.0429,41,"mid_psi","dox_025",0.0184,"2"
"TMCC1",1,"-","chr3:129839060-129880309",0.1093,-0.000300000000000002,0.0075,0.0046,-0.0429,41,"mid_psi","dox_075",0.1277,"2"
"ESRRA",0,"+","chr11:64305736-64313951",0.0592,0.0217,0.0203,-0.0441,0.0583,30,"low_psi","no_dox",0.0033,"1"
"ESRRA",0,"+","chr11:64305736-64313951",0.0592,0.0217,0.0203,-0.0441,0.0583,30,"low_psi","dox_0125",0.0616,"1"
"ESRRA",0,"+","chr11:64305736-64313951",0.0592,0.0217,0.0203,-0.0441,0.0583,30,"low_psi","dox_0187",0.0175,"1"
"ESRRA",0,"+","chr11:64305736-64313951",0.0592,0.0217,0.0203,-0.0441,0.0583,30,"low_psi","dox_021",0.0378,"1"
"ESRRA",0,"+","chr11:64305736-64313951",0.0592,0.0217,0.0203,-0.0441,0.0583,30,"low_psi","dox_025",0.0595,"1"
"ESRRA",0,"+","chr11:64305736-64313951",0.0592,0.0217,0.0203,-0.0441,0.0583,30,"low_psi","dox_075",0.1187,"1"
"DCAKD",0,"-","chr17:45035002-45060888",0.0713,0.0049,-0.015,0.0342,-0.0249,6,"low_psi","no_dox",0.0323,"1"
"DCAKD",0,"-","chr17:45035002-45060888",0.0713,0.0049,-0.015,0.0342,-0.0249,6,"low_psi","dox_0125",0.0074,"1"
"DCAKD",0,"-","chr17:45035002-45060888",0.0713,0.0049,-0.015,0.0342,-0.0249,6,"low_psi","dox_0187",0.0416,"1"
"DCAKD",0,"-","chr17:45035002-45060888",0.0713,0.0049,-0.015,0.0342,-0.0249,6,"low_psi","dox_021",0.0266,"1"
"DCAKD",0,"-","chr17:45035002-45060888",0.0713,0.0049,-0.015,0.0342,-0.0249,6,"low_psi","dox_025",0.0315,"1"
"DCAKD",0,"-","chr17:45035002-45060888",0.0713,0.0049,-0.015,0.0342,-0.0249,6,"low_psi","dox_075",0.1028,"1"
"PC",0,"-","chr11:66954436-66958322",0.082,-0.0823,0.0708,-0.0147,0.0071,6,"low_psi","no_dox",0.0399,"1"
"PC",0,"-","chr11:66954436-66958322",0.082,-0.0823,0.0708,-0.0147,0.0071,6,"low_psi","dox_0125",0.047,"1"
"PC",0,"-","chr11:66954436-66958322",0.082,-0.0823,0.0708,-0.0147,0.0071,6,"low_psi","dox_0187",0.0323,"1"
"PC",0,"-","chr11:66954436-66958322",0.082,-0.0823,0.0708,-0.0147,0.0071,6,"low_psi","dox_021",0.1031,"1"
"PC",0,"-","chr11:66954436-66958322",0.082,-0.0823,0.0708,-0.0147,0.0071,6,"low_psi","dox_025",0.0208,"1"
"PC",0,"-","chr11:66954436-66958322",0.082,-0.0823,0.0708,-0.0147,0.0071,6,"low_psi","dox_075",0.1028,"1"
"NMNAT1",1,"+","chr1:9943515-9949638",-0.0927,0.2706,-0.000399999999999999,-0.0433,0.0439,74,"high_psi","no_dox",0.0075,"1"
"NMNAT1",1,"+","chr1:9943515-9949638",-0.0927,0.2706,-0.000399999999999999,-0.0433,0.0439,74,"high_psi","dox_0125",0.0514,"1"
"NMNAT1",1,"+","chr1:9943515-9949638",-0.0927,0.2706,-0.000399999999999999,-0.0433,0.0439,74,"high_psi","dox_0187",0.0081,"1"
"NMNAT1",1,"+","chr1:9943515-9949638",-0.0927,0.2706,-0.000399999999999999,-0.0433,0.0439,74,"high_psi","dox_021",0.0077,"1"
"NMNAT1",1,"+","chr1:9943515-9949638",-0.0927,0.2706,-0.000399999999999999,-0.0433,0.0439,74,"high_psi","dox_025",0.2783,"1"
"NMNAT1",1,"+","chr1:9943515-9949638",-0.0927,0.2706,-0.000399999999999999,-0.0433,0.0439,74,"high_psi","dox_075",0.1856,"1"
"ENDOV",0,"+","chr17:80415610-80422206",0.1414,-0.0267,0.0243,9.99999999999959e-05,-0.000299999999999995,69,"high_psi","no_dox",0.0353,"1"
"ENDOV",0,"+","chr17:80415610-80422206",0.1414,-0.0267,0.0243,9.99999999999959e-05,-0.000299999999999995,69,"high_psi","dox_0125",0.035,"1"
"ENDOV",0,"+","chr17:80415610-80422206",0.1414,-0.0267,0.0243,9.99999999999959e-05,-0.000299999999999995,69,"high_psi","dox_0187",0.0351,"1"
"ENDOV",0,"+","chr17:80415610-80422206",0.1414,-0.0267,0.0243,9.99999999999959e-05,-0.000299999999999995,69,"high_psi","dox_021",0.0594,"1"
"ENDOV",0,"+","chr17:80415610-80422206",0.1414,-0.0267,0.0243,9.99999999999959e-05,-0.000299999999999995,69,"high_psi","dox_025",0.0327,"1"
"ENDOV",0,"+","chr17:80415610-80422206",0.1414,-0.0267,0.0243,9.99999999999959e-05,-0.000299999999999995,69,"high_psi","dox_075",0.1741,"1"
"ABCD2",1,"-","chr12:39573109-39573716",0.0343,0.0311,-0.0068,-0.0116,0.0525,52,"mid_psi","no_dox",0.0407,"2"
"ABCD2",1,"-","chr12:39573109-39573716",0.0343,0.0311,-0.0068,-0.0116,0.0525,52,"mid_psi","dox_0125",0.0932,"2"
"ABCD2",1,"-","chr12:39573109-39573716",0.0343,0.0311,-0.0068,-0.0116,0.0525,52,"mid_psi","dox_0187",0.0816,"2"
"ABCD2",1,"-","chr12:39573109-39573716",0.0343,0.0311,-0.0068,-0.0116,0.0525,52,"mid_psi","dox_021",0.0748,"2"
"ABCD2",1,"-","chr12:39573109-39573716",0.0343,0.0311,-0.0068,-0.0116,0.0525,52,"mid_psi","dox_025",0.1059,"2"
"ABCD2",1,"-","chr12:39573109-39573716",0.0343,0.0311,-0.0068,-0.0116,0.0525,52,"mid_psi","dox_075",0.1402,"2"
"AHSA2P",0,"+","chr2:61185618-61185980",0.0878,0.0148,-0.0014,-0.0152,0.0067,13,"low_psi","no_dox",0.0136,"1"
"AHSA2P",0,"+","chr2:61185618-61185980",0.0878,0.0148,-0.0014,-0.0152,0.0067,13,"low_psi","dox_0125",0.0203,"1"
"AHSA2P",0,"+","chr2:61185618-61185980",0.0878,0.0148,-0.0014,-0.0152,0.0067,13,"low_psi","dox_0187",0.0051,"1"
"AHSA2P",0,"+","chr2:61185618-61185980",0.0878,0.0148,-0.0014,-0.0152,0.0067,13,"low_psi","dox_021",0.0037,"1"
"AHSA2P",0,"+","chr2:61185618-61185980",0.0878,0.0148,-0.0014,-0.0152,0.0067,13,"low_psi","dox_025",0.0185,"1"
"AHSA2P",0,"+","chr2:61185618-61185980",0.0878,0.0148,-0.0014,-0.0152,0.0067,13,"low_psi","dox_075",0.1063,"1"
"ZNF449",1,"+","chrX:135348837-135349110",0.0859,0.0108,0.0294,-4e-04,-0.0212,46,"mid_psi","no_dox",0.0292,"2"
"ZNF449",1,"+","chrX:135348837-135349110",0.0859,0.0108,0.0294,-4e-04,-0.0212,46,"mid_psi","dox_0125",0.008,"2"
"ZNF449",1,"+","chrX:135348837-135349110",0.0859,0.0108,0.0294,-4e-04,-0.0212,46,"mid_psi","dox_0187",0.0076,"2"
"ZNF449",1,"+","chrX:135348837-135349110",0.0859,0.0108,0.0294,-4e-04,-0.0212,46,"mid_psi","dox_021",0.037,"2"
"ZNF449",1,"+","chrX:135348837-135349110",0.0859,0.0108,0.0294,-4e-04,-0.0212,46,"mid_psi","dox_025",0.0478,"2"
"ZNF449",1,"+","chrX:135348837-135349110",0.0859,0.0108,0.0294,-4e-04,-0.0212,46,"mid_psi","dox_075",0.1337,"2"
"SLC19A1",1,"-","chr21:45511223-45525817",0.1314,0.0011,-0.0164,0.0241,-4e-04,55,"mid_psi","no_dox",0.0056,"2"
"SLC19A1",1,"-","chr21:45511223-45525817",0.1314,0.0011,-0.0164,0.0241,-4e-04,55,"mid_psi","dox_0125",0.0052,"2"
"SLC19A1",1,"-","chr21:45511223-45525817",0.1314,0.0011,-0.0164,0.0241,-4e-04,55,"mid_psi","dox_0187",0.0293,"2"
"SLC19A1",1,"-","chr21:45511223-45525817",0.1314,0.0011,-0.0164,0.0241,-4e-04,55,"mid_psi","dox_021",0.0129,"2"
"SLC19A1",1,"-","chr21:45511223-45525817",0.1314,0.0011,-0.0164,0.0241,-4e-04,55,"mid_psi","dox_025",0.014,"2"
"SLC19A1",1,"-","chr21:45511223-45525817",0.1314,0.0011,-0.0164,0.0241,-4e-04,55,"mid_psi","dox_075",0.1454,"2"
"UBXN2A",1,"+","chr2:23939676-23958301",0.0743,0.0057,-0.0202,0.0176,-0.0051,26,"low_psi","no_dox",0.0444,"1"
"UBXN2A",1,"+","chr2:23939676-23958301",0.0743,0.0057,-0.0202,0.0176,-0.0051,26,"low_psi","dox_0125",0.0393,"1"
"UBXN2A",1,"+","chr2:23939676-23958301",0.0743,0.0057,-0.0202,0.0176,-0.0051,26,"low_psi","dox_0187",0.0569,"1"
"UBXN2A",1,"+","chr2:23939676-23958301",0.0743,0.0057,-0.0202,0.0176,-0.0051,26,"low_psi","dox_021",0.0367,"1"
"UBXN2A",1,"+","chr2:23939676-23958301",0.0743,0.0057,-0.0202,0.0176,-0.0051,26,"low_psi","dox_025",0.0424,"1"
"UBXN2A",1,"+","chr2:23939676-23958301",0.0743,0.0057,-0.0202,0.0176,-0.0051,26,"low_psi","dox_075",0.1167,"1"
"MGA",1,"+","chr15:41660873-41668828",0.0933,0.0204,-0.0437,0.0629,-0.0044,55,"mid_psi","no_dox",0.0162,"2"
"MGA",1,"+","chr15:41660873-41668828",0.0933,0.0204,-0.0437,0.0629,-0.0044,55,"mid_psi","dox_0125",0.0118,"2"
"MGA",1,"+","chr15:41660873-41668828",0.0933,0.0204,-0.0437,0.0629,-0.0044,55,"mid_psi","dox_0187",0.0747,"2"
"MGA",1,"+","chr15:41660873-41668828",0.0933,0.0204,-0.0437,0.0629,-0.0044,55,"mid_psi","dox_021",0.031,"2"
"MGA",1,"+","chr15:41660873-41668828",0.0933,0.0204,-0.0437,0.0629,-0.0044,55,"mid_psi","dox_025",0.0514,"2"
"MGA",1,"+","chr15:41660873-41668828",0.0933,0.0204,-0.0437,0.0629,-0.0044,55,"mid_psi","dox_075",0.1447,"2"
"RALGAPA1",0,"-","chr14:35539690-35542027",0.9649,-0.0202,-0.0032,0.0272,-0.0127,100,"high_psi","no_dox",0.0321,"1"
"RALGAPA1",0,"-","chr14:35539690-35542027",0.9649,-0.0202,-0.0032,0.0272,-0.0127,100,"high_psi","dox_0125",0.0194,"1"
"RALGAPA1",0,"-","chr14:35539690-35542027",0.9649,-0.0202,-0.0032,0.0272,-0.0127,100,"high_psi","dox_0187",0.0466,"1"
"RALGAPA1",0,"-","chr14:35539690-35542027",0.9649,-0.0202,-0.0032,0.0272,-0.0127,100,"high_psi","dox_021",0.0434,"1"
"RALGAPA1",0,"-","chr14:35539690-35542027",0.9649,-0.0202,-0.0032,0.0272,-0.0127,100,"high_psi","dox_025",0.0232,"1"
"RALGAPA1",0,"-","chr14:35539690-35542027",0.9649,-0.0202,-0.0032,0.0272,-0.0127,100,"high_psi","dox_075",0.9881,"1"
"LIG4",1,"-","chr13:108211296-108214562",0.0557,0.0411,-0.0096,-0.0891,0.0821,8,"low_psi","no_dox",0.0236,"1"
"LIG4",1,"-","chr13:108211296-108214562",0.0557,0.0411,-0.0096,-0.0891,0.0821,8,"low_psi","dox_0125",0.1057,"1"
"LIG4",1,"-","chr13:108211296-108214562",0.0557,0.0411,-0.0096,-0.0891,0.0821,8,"low_psi","dox_0187",0.0166,"1"
"LIG4",1,"-","chr13:108211296-108214562",0.0557,0.0411,-0.0096,-0.0891,0.0821,8,"low_psi","dox_021",0.007,"1"
"LIG4",1,"-","chr13:108211296-108214562",0.0557,0.0411,-0.0096,-0.0891,0.0821,8,"low_psi","dox_025",0.0481,"1"
"LIG4",1,"-","chr13:108211296-108214562",0.0557,0.0411,-0.0096,-0.0891,0.0821,8,"low_psi","dox_075",0.1038,"1"
"RNF213",1,"+","chr17:80334271-80336160",0.0775,-0.0115,0.015,0.0216,-0.0344,15,"low_psi","no_dox",0.0396,"1"
"RNF213",1,"+","chr17:80334271-80336160",0.0775,-0.0115,0.015,0.0216,-0.0344,15,"low_psi","dox_0125",0.0052,"1"
"RNF213",1,"+","chr17:80334271-80336160",0.0775,-0.0115,0.015,0.0216,-0.0344,15,"low_psi","dox_0187",0.0268,"1"
"RNF213",1,"+","chr17:80334271-80336160",0.0775,-0.0115,0.015,0.0216,-0.0344,15,"low_psi","dox_021",0.0418,"1"
"RNF213",1,"+","chr17:80334271-80336160",0.0775,-0.0115,0.015,0.0216,-0.0344,15,"low_psi","dox_025",0.0303,"1"
"RNF213",1,"+","chr17:80334271-80336160",0.0775,-0.0115,0.015,0.0216,-0.0344,15,"low_psi","dox_075",0.1078,"1"
"ZNF266",1,"-","chr19:9419143-9419217",0.2602,-0.029,0.0242,0.0188,-0.0092,87,"high_psi","no_dox",0.046,"1"
"ZNF266",1,"-","chr19:9419143-9419217",0.2602,-0.029,0.0242,0.0188,-0.0092,87,"high_psi","dox_0125",0.0368,"1"
"ZNF266",1,"-","chr19:9419143-9419217",0.2602,-0.029,0.0242,0.0188,-0.0092,87,"high_psi","dox_0187",0.0556,"1"
"ZNF266",1,"-","chr19:9419143-9419217",0.2602,-0.029,0.0242,0.0188,-0.0092,87,"high_psi","dox_021",0.0798,"1"
"ZNF266",1,"-","chr19:9419143-9419217",0.2602,-0.029,0.0242,0.0188,-0.0092,87,"high_psi","dox_025",0.0508,"1"
"ZNF266",1,"-","chr19:9419143-9419217",0.2602,-0.029,0.0242,0.0188,-0.0092,87,"high_psi","dox_075",0.311,"1"
"ZNF266",1,"-","chr19:9418895-9419217",-0.0656,0.0991,0.002,0.0422,0.0459,52,"mid_psi","no_dox",0.0164,"2"
"ZNF266",1,"-","chr19:9418895-9419217",-0.0656,0.0991,0.002,0.0422,0.0459,52,"mid_psi","dox_0125",0.0623,"2"
"ZNF266",1,"-","chr19:9418895-9419217",-0.0656,0.0991,0.002,0.0422,0.0459,52,"mid_psi","dox_0187",0.1045,"2"
