"gene_name","de_novo_junctions","strand","paste_into_igv_junction","delta075025","delta025021","delta021018","delta018012","delta012000","color_gene_name","name","value"
"ZFP91",1,"+","chr11:58616815-58616993",0.1994,0.0396,0.0361,0.049,0.006,"none","dox_025",0.1312
"ZFP91",1,"+","chr11:58616815-58616993",0.1994,0.0396,0.0361,0.049,0.006,"none","dox_075",0.3306
"ZFP91",1,"+","chr11:58617054-58617196",0.1574,0.064,-0.0023,0.0424,1e-04,"none","no_dox",7e-04
"ZFP91",1,"+","chr11:58617054-58617196",0.1574,0.064,-0.0023,0.0424,1e-04,"none","dox_0125",8e-04
"ZFP91",1,"+","chr11:58617054-58617196",0.1574,0.064,-0.0023,0.0424,1e-04,"none","dox_0187",0.0432
"ZFP91",1,"+","chr11:58617054-58617196",0.1574,0.064,-0.0023,0.0424,1e-04,"none","dox_021",0.0409
"ZFP91",1,"+","chr11:58617054-58617196",0.1574,0.064,-0.0023,0.0424,1e-04,"none","dox_025",0.1049
"ZFP91",1,"+","chr11:58617054-58617196",0.1574,0.064,-0.0023,0.0424,1e-04,"none","dox_075",0.2623
"SPIN2B",0,"-","chrX:57120101-57120405",0.0893,0.000300000000000002,0.0054,0.0154,0.0329,"none","no_dox",0.0018
"SPIN2B",0,"-","chrX:57120101-57120405",0.0893,0.000300000000000002,0.0054,0.0154,0.0329,"none","dox_0125",0.0347
"SPIN2B",0,"-","chrX:57120101-57120405",0.0893,0.000300000000000002,0.0054,0.0154,0.0329,"none","dox_0187",0.0501
"SPIN2B",0,"-","chrX:57120101-57120405",0.0893,0.000300000000000002,0.0054,0.0154,0.0329,"none","dox_021",0.0555
"SPIN2B",0,"-","chrX:57120101-57120405",0.0893,0.000300000000000002,0.0054,0.0154,0.0329,"none","dox_025",0.0558
"SPIN2B",0,"-","chrX:57120101-57120405",0.0893,0.000300000000000002,0.0054,0.0154,0.0329,"none","dox_075",0.1451
"TPCN1",1,"+","chr12:113288234-113288597",0.1164,-0.0153,-0.0026,0.025,-3e-04,"none","no_dox",0.0053
"TPCN1",1,"+","chr12:113288234-113288597",0.1164,-0.0153,-0.0026,0.025,-3e-04,"none","dox_0125",0.005
"TPCN1",1,"+","chr12:113288234-113288597",0.1164,-0.0153,-0.0026,0.025,-3e-04,"none","dox_0187",0.03
"TPCN1",1,"+","chr12:113288234-113288597",0.1164,-0.0153,-0.0026,0.025,-3e-04,"none","dox_021",0.0274
"TPCN1",1,"+","chr12:113288234-113288597",0.1164,-0.0153,-0.0026,0.025,-3e-04,"none","dox_025",0.0121
"TPCN1",1,"+","chr12:113288234-113288597",0.1164,-0.0153,-0.0026,0.025,-3e-04,"none","dox_075",0.1285
"TARS3",0,"-","chr15:101699435-101701086",0.0911,-0.00260000000000001,0.0044,0.0125,0.0346,"none","no_dox",0.0431
"TARS3",0,"-","chr15:101699435-101701086",0.0911,-0.00260000000000001,0.0044,0.0125,0.0346,"none","dox_0125",0.0777
"TARS3",0,"-","chr15:101699435-101701086",0.0911,-0.00260000000000001,0.0044,0.0125,0.0346,"none","dox_0187",0.0902
"TARS3",0,"-","chr15:101699435-101701086",0.0911,-0.00260000000000001,0.0044,0.0125,0.0346,"none","dox_021",0.0946
"TARS3",0,"-","chr15:101699435-101701086",0.0911,-0.00260000000000001,0.0044,0.0125,0.0346,"none","dox_025",0.092
"TARS3",0,"-","chr15:101699435-101701086",0.0911,-0.00260000000000001,0.0044,0.0125,0.0346,"none","dox_075",0.1831
"SMYD3",0,"-","chr1:245749664-245858496",0.0555,-0.0119,0.0081,0.0082,0.000399999999999998,"none","no_dox",0.0439
"SMYD3",0,"-","chr1:245749664-245858496",0.0555,-0.0119,0.0081,0.0082,0.000399999999999998,"none","dox_0125",0.0443
"SMYD3",0,"-","chr1:245749664-245858496",0.0555,-0.0119,0.0081,0.0082,0.000399999999999998,"none","dox_0187",0.0525
"SMYD3",0,"-","chr1:245749664-245858496",0.0555,-0.0119,0.0081,0.0082,0.000399999999999998,"none","dox_021",0.0606
"SMYD3",0,"-","chr1:245749664-245858496",0.0555,-0.0119,0.0081,0.0082,0.000399999999999998,"none","dox_025",0.0487
"SMYD3",0,"-","chr1:245749664-245858496",0.0555,-0.0119,0.0081,0.0082,0.000399999999999998,"none","dox_075",0.1042
"WASH3P",0,"+","chr15:101966223-101971823",-0.0378,0.0552,0.0293,-0.08,0.1799,"none","no_dox",0.0437
"WASH3P",0,"+","chr15:101966223-101971823",-0.0378,0.0552,0.0293,-0.08,0.1799,"none","dox_0125",0.2236
"WASH3P",0,"+","chr15:101966223-101971823",-0.0378,0.0552,0.0293,-0.08,0.1799,"none","dox_0187",0.1436
"WASH3P",0,"+","chr15:101966223-101971823",-0.0378,0.0552,0.0293,-0.08,0.1799,"none","dox_021",0.1729
"WASH3P",0,"+","chr15:101966223-101971823",-0.0378,0.0552,0.0293,-0.08,0.1799,"none","dox_025",0.2281
"WASH3P",0,"+","chr15:101966223-101971823",-0.0378,0.0552,0.0293,-0.08,0.1799,"none","dox_075",0.1903
"PCGF3",0,"+","chr4:733789-733884",0.1187,0.0252,-0.0179,-0.0026,0.000799999999999995,"none","no_dox",0.0461
"PCGF3",0,"+","chr4:733789-733884",0.1187,0.0252,-0.0179,-0.0026,0.000799999999999995,"none","dox_0125",0.0469
"PCGF3",0,"+","chr4:733789-733884",0.1187,0.0252,-0.0179,-0.0026,0.000799999999999995,"none","dox_0187",0.0443
"PCGF3",0,"+","chr4:733789-733884",0.1187,0.0252,-0.0179,-0.0026,0.000799999999999995,"none","dox_021",0.0264
"PCGF3",0,"+","chr4:733789-733884",0.1187,0.0252,-0.0179,-0.0026,0.000799999999999995,"none","dox_025",0.0516
"PCGF3",0,"+","chr4:733789-733884",0.1187,0.0252,-0.0179,-0.0026,0.000799999999999995,"none","dox_075",0.1703
"SHTN1",1,"-","chr10:116889279-116901765",0.2085,0.0344,0.0141,-0.0291,0.0557,"none","no_dox",0.0379
"SHTN1",1,"-","chr10:116889279-116901765",0.2085,0.0344,0.0141,-0.0291,0.0557,"none","dox_0125",0.0936
"SHTN1",1,"-","chr10:116889279-116901765",0.2085,0.0344,0.0141,-0.0291,0.0557,"none","dox_0187",0.0645
"SHTN1",1,"-","chr10:116889279-116901765",0.2085,0.0344,0.0141,-0.0291,0.0557,"none","dox_021",0.0786
"SHTN1",1,"-","chr10:116889279-116901765",0.2085,0.0344,0.0141,-0.0291,0.0557,"none","dox_025",0.113
"SHTN1",1,"-","chr10:116889279-116901765",0.2085,0.0344,0.0141,-0.0291,0.0557,"none","dox_075",0.3215
"TET3",1,"+","chr2:74003166-74073549",0.0464,0.0043,-0.0563,-0.0055,0.1345,"none","no_dox",0.0285
"TET3",1,"+","chr2:74003166-74073549",0.0464,0.0043,-0.0563,-0.0055,0.1345,"none","dox_0125",0.163
"TET3",1,"+","chr2:74003166-74073549",0.0464,0.0043,-0.0563,-0.0055,0.1345,"none","dox_0187",0.1575
"TET3",1,"+","chr2:74003166-74073549",0.0464,0.0043,-0.0563,-0.0055,0.1345,"none","dox_021",0.1012
"TET3",1,"+","chr2:74003166-74073549",0.0464,0.0043,-0.0563,-0.0055,0.1345,"none","dox_025",0.1055
"TET3",1,"+","chr2:74003166-74073549",0.0464,0.0043,-0.0563,-0.0055,0.1345,"none","dox_075",0.1519
"ZNF696",0,"+","chr8:143293065-143295379",0.0726,0.0189,-0.0438,0.0043,0.0175,"none","no_dox",0.0412
"ZNF696",0,"+","chr8:143293065-143295379",0.0726,0.0189,-0.0438,0.0043,0.0175,"none","dox_0125",0.0587
"ZNF696",0,"+","chr8:143293065-143295379",0.0726,0.0189,-0.0438,0.0043,0.0175,"none","dox_0187",0.063
"ZNF696",0,"+","chr8:143293065-143295379",0.0726,0.0189,-0.0438,0.0043,0.0175,"none","dox_021",0.0192
"ZNF696",0,"+","chr8:143293065-143295379",0.0726,0.0189,-0.0438,0.0043,0.0175,"none","dox_025",0.0381
"ZNF696",0,"+","chr8:143293065-143295379",0.0726,0.0189,-0.0438,0.0043,0.0175,"none","dox_075",0.1107
"GNB1L",1,"-","chr22:19821375-19824019",0.0643,0.0157,0.0286,0.0013,-6e-04,"none","no_dox",0.0028
"GNB1L",1,"-","chr22:19821375-19824019",0.0643,0.0157,0.0286,0.0013,-6e-04,"none","dox_0125",0.0022
"GNB1L",1,"-","chr22:19821375-19824019",0.0643,0.0157,0.0286,0.0013,-6e-04,"none","dox_0187",0.0035
"GNB1L",1,"-","chr22:19821375-19824019",0.0643,0.0157,0.0286,0.0013,-6e-04,"none","dox_021",0.0321
"GNB1L",1,"-","chr22:19821375-19824019",0.0643,0.0157,0.0286,0.0013,-6e-04,"none","dox_025",0.0478
"GNB1L",1,"-","chr22:19821375-19824019",0.0643,0.0157,0.0286,0.0013,-6e-04,"none","dox_075",0.1121
"GNB1L",1,"-","chr22:19821375-19823987",0.0973,-0.0395,0.1112,0.1265,-6e-04,"none","no_dox",0.0028
"GNB1L",1,"-","chr22:19821375-19823987",0.0973,-0.0395,0.1112,0.1265,-6e-04,"none","dox_0125",0.0022
"GNB1L",1,"-","chr22:19821375-19823987",0.0973,-0.0395,0.1112,0.1265,-6e-04,"none","dox_0187",0.1287
"GNB1L",1,"-","chr22:19821375-19823987",0.0973,-0.0395,0.1112,0.1265,-6e-04,"none","dox_021",0.2399
"GNB1L",1,"-","chr22:19821375-19823987",0.0973,-0.0395,0.1112,0.1265,-6e-04,"none","dox_025",0.2004
"GNB1L",1,"-","chr22:19821375-19823987",0.0973,-0.0395,0.1112,0.1265,-6e-04,"none","dox_075",0.2977
"ZNF267",1,"+","chr16:31880821-31884498",-0.019,0.1037,-0.08,0.0909,-0.0301,"none","no_dox",0.0482
"ZNF267",1,"+","chr16:31880821-31884498",-0.019,0.1037,-0.08,0.0909,-0.0301,"none","dox_0125",0.0181
"ZNF267",1,"+","chr16:31880821-31884498",-0.019,0.1037,-0.08,0.0909,-0.0301,"none","dox_0187",0.109
"ZNF267",1,"+","chr16:31880821-31884498",-0.019,0.1037,-0.08,0.0909,-0.0301,"none","dox_021",0.029
"ZNF267",1,"+","chr16:31880821-31884498",-0.019,0.1037,-0.08,0.0909,-0.0301,"none","dox_025",0.1327
"ZNF267",1,"+","chr16:31880821-31884498",-0.019,0.1037,-0.08,0.0909,-0.0301,"none","dox_075",0.1137
"SDHAP3",1,"-","chr5:1576309-1584984",0.0901,0.0345,-0.0258,0.0815,-0.0165,"none","no_dox",0.0209
"SDHAP3",1,"-","chr5:1576309-1584984",0.0901,0.0345,-0.0258,0.0815,-0.0165,"none","dox_0125",0.0044
"SDHAP3",1,"-","chr5:1576309-1584984",0.0901,0.0345,-0.0258,0.0815,-0.0165,"none","dox_0187",0.0859
"SDHAP3",1,"-","chr5:1576309-1584984",0.0901,0.0345,-0.0258,0.0815,-0.0165,"none","dox_021",0.0601
"SDHAP3",1,"-","chr5:1576309-1584984",0.0901,0.0345,-0.0258,0.0815,-0.0165,"none","dox_025",0.0946
"SDHAP3",1,"-","chr5:1576309-1584984",0.0901,0.0345,-0.0258,0.0815,-0.0165,"none","dox_075",0.1847
"PRKAR1B",1,"-","chr7:716846-727210",0.753,-0.0114,0.0139,-0.0654,0.0782,"late","no_dox",0.0032
"PRKAR1B",1,"-","chr7:716846-727210",0.753,-0.0114,0.0139,-0.0654,0.0782,"late","dox_0125",0.0814
"PRKAR1B",1,"-","chr7:716846-727210",0.753,-0.0114,0.0139,-0.0654,0.0782,"late","dox_0187",0.016
"PRKAR1B",1,"-","chr7:716846-727210",0.753,-0.0114,0.0139,-0.0654,0.0782,"late","dox_021",0.0299
"PRKAR1B",1,"-","chr7:716846-727210",0.753,-0.0114,0.0139,-0.0654,0.0782,"late","dox_025",0.0185
"PRKAR1B",1,"-","chr7:716846-727210",0.753,-0.0114,0.0139,-0.0654,0.0782,"late","dox_075",0.7715
"LRCH3",0,"+","chr3:197835738-197839321",0.0245,0.0489,-0.0119,0.0372,0.0341,"none","no_dox",0.0216
"LRCH3",0,"+","chr3:197835738-197839321",0.0245,0.0489,-0.0119,0.0372,0.0341,"none","dox_0125",0.0557
"LRCH3",0,"+","chr3:197835738-197839321",0.0245,0.0489,-0.0119,0.0372,0.0341,"none","dox_0187",0.0929
"LRCH3",0,"+","chr3:197835738-197839321",0.0245,0.0489,-0.0119,0.0372,0.0341,"none","dox_021",0.081
"LRCH3",0,"+","chr3:197835738-197839321",0.0245,0.0489,-0.0119,0.0372,0.0341,"none","dox_025",0.1299
"LRCH3",0,"+","chr3:197835738-197839321",0.0245,0.0489,-0.0119,0.0372,0.0341,"none","dox_075",0.1544
"LRCH3",0,"+","chr3:197880757-197883541",0.1549,-0.0314,0.0199,-0.0778,0.0674,"none","no_dox",0.0306
"LRCH3",0,"+","chr3:197880757-197883541",0.1549,-0.0314,0.0199,-0.0778,0.0674,"none","dox_0125",0.098
"LRCH3",0,"+","chr3:197880757-197883541",0.1549,-0.0314,0.0199,-0.0778,0.0674,"none","dox_0187",0.0202
"LRCH3",0,"+","chr3:197880757-197883541",0.1549,-0.0314,0.0199,-0.0778,0.0674,"none","dox_021",0.0401
"LRCH3",0,"+","chr3:197880757-197883541",0.1549,-0.0314,0.0199,-0.0778,0.0674,"none","dox_025",0.0087
"LRCH3",0,"+","chr3:197880757-197883541",0.1549,-0.0314,0.0199,-0.0778,0.0674,"none","dox_075",0.1636
"CYP2R1",1,"-","chr11:14890469-14890749",0.1382,-0.0053,0.00180000000000001,0.0426,-0.011,"none","no_dox",0.0365
"CYP2R1",1,"-","chr11:14890469-14890749",0.1382,-0.0053,0.00180000000000001,0.0426,-0.011,"none","dox_0125",0.0255
"CYP2R1",1,"-","chr11:14890469-14890749",0.1382,-0.0053,0.00180000000000001,0.0426,-0.011,"none","dox_0187",0.0681
"CYP2R1",1,"-","chr11:14890469-14890749",0.1382,-0.0053,0.00180000000000001,0.0426,-0.011,"none","dox_021",0.0699
"CYP2R1",1,"-","chr11:14890469-14890749",0.1382,-0.0053,0.00180000000000001,0.0426,-0.011,"none","dox_025",0.0646
"CYP2R1",1,"-","chr11:14890469-14890749",0.1382,-0.0053,0.00180000000000001,0.0426,-0.011,"none","dox_075",0.2028
"PCLO",1,"-","chr7:82821291-82822495",0.0911,-0.0065,-0.0076,-0.0162,0.0395,"none","no_dox",0.0022
"PCLO",1,"-","chr7:82821291-82822495",0.0911,-0.0065,-0.0076,-0.0162,0.0395,"none","dox_0125",0.0417
"PCLO",1,"-","chr7:82821291-82822495",0.0911,-0.0065,-0.0076,-0.0162,0.0395,"none","dox_0187",0.0255
"PCLO",1,"-","chr7:82821291-82822495",0.0911,-0.0065,-0.0076,-0.0162,0.0395,"none","dox_021",0.0179
"PCLO",1,"-","chr7:82821291-82822495",0.0911,-0.0065,-0.0076,-0.0162,0.0395,"none","dox_025",0.0114
"PCLO",1,"-","chr7:82821291-82822495",0.0911,-0.0065,-0.0076,-0.0162,0.0395,"none","dox_075",0.1025
"PCLO",1,"-","chr7:82916873-82949950",0.0671,0.0433,-0.0545,0.0547,0.0013,"none","no_dox",0.0383
"PCLO",1,"-","chr7:82916873-82949950",0.0671,0.0433,-0.0545,0.0547,0.0013,"none","dox_0125",0.0396
"PCLO",1,"-","chr7:82916873-82949950",0.0671,0.0433,-0.0545,0.0547,0.0013,"none","dox_0187",0.0943
"PCLO",1,"-","chr7:82916873-82949950",0.0671,0.0433,-0.0545,0.0547,0.0013,"none","dox_021",0.0398
"PCLO",1,"-","chr7:82916873-82949950",0.0671,0.0433,-0.0545,0.0547,0.0013,"none","dox_025",0.0831
"PCLO",1,"-","chr7:82916873-82949950",0.0671,0.0433,-0.0545,0.0547,0.0013,"none","dox_075",0.1502
"DPYD",1,"-","chr1:97732470-97740392",0.0763,0.0149,-0.0322,0.1277,0.021,"none","no_dox",0.0096
"DPYD",1,"-","chr1:97732470-97740392",0.0763,0.0149,-0.0322,0.1277,0.021,"none","dox_0125",0.0306
"DPYD",1,"-","chr1:97732470-97740392",0.0763,0.0149,-0.0322,0.1277,0.021,"none","dox_0187",0.1583
"DPYD",1,"-","chr1:97732470-97740392",0.0763,0.0149,-0.0322,0.1277,0.021,"none","dox_021",0.1261
"DPYD",1,"-","chr1:97732470-97740392",0.0763,0.0149,-0.0322,0.1277,0.021,"none","dox_025",0.141
"DPYD",1,"-","chr1:97732470-97740392",0.0763,0.0149,-0.0322,0.1277,0.021,"none","dox_075",0.2173
"UROS",0,"-","chr10:125792744-125794022",0.1379,-0.0194,-0.0401,0.057,0.0027,"none","no_dox",0.0063
"UROS",0,"-","chr10:125792744-125794022",0.1379,-0.0194,-0.0401,0.057,0.0027,"none","dox_0125",0.009
"UROS",0,"-","chr10:125792744-125794022",0.1379,-0.0194,-0.0401,0.057,0.0027,"none","dox_0187",0.066
"UROS",0,"-","chr10:125792744-125794022",0.1379,-0.0194,-0.0401,0.057,0.0027,"none","dox_021",0.0259
"UROS",0,"-","chr10:125792744-125794022",0.1379,-0.0194,-0.0401,0.057,0.0027,"none","dox_025",0.0065
"UROS",0,"-","chr10:125792744-125794022",0.1379,-0.0194,-0.0401,0.057,0.0027,"none","dox_075",0.1444
"PTRH1",0,"-","chr9:127714424-127714975",0.0033,0.085,-0.0953,-0.00260000000000001,0.0777,"none","no_dox",0.0488
"PTRH1",0,"-","chr9:127714424-127714975",0.0033,0.085,-0.0953,-0.00260000000000001,0.0777,"none","dox_0125",0.1265
"PTRH1",0,"-","chr9:127714424-127714975",0.0033,0.085,-0.0953,-0.00260000000000001,0.0777,"none","dox_0187",0.1239
"PTRH1",0,"-","chr9:127714424-127714975",0.0033,0.085,-0.0953,-0.00260000000000001,0.0777,"none","dox_021",0.0286
"PTRH1",0,"-","chr9:127714424-127714975",0.0033,0.085,-0.0953,-0.00260000000000001,0.0777,"none","dox_025",0.1136
"PTRH1",0,"-","chr9:127714424-127714975",0.0033,0.085,-0.0953,-0.00260000000000001,0.0777,"none","dox_075",0.1169
"PAX5",0,"-","chr9:36846929-36923355",-0.0166,0.0647,-0.0172,0.0134,0.0358,"none","no_dox",0.0408
"PAX5",0,"-","chr9:36846929-36923355",-0.0166,0.0647,-0.0172,0.0134,0.0358,"none","dox_0125",0.0766
"PAX5",0,"-","chr9:36846929-36923355",-0.0166,0.0647,-0.0172,0.0134,0.0358,"none","dox_0187",0.09
"PAX5",0,"-","chr9:36846929-36923355",-0.0166,0.0647,-0.0172,0.0134,0.0358,"none","dox_021",0.0728
"PAX5",0,"-","chr9:36846929-36923355",-0.0166,0.0647,-0.0172,0.0134,0.0358,"none","dox_025",0.1375
"PAX5",0,"-","chr9:36846929-36923355",-0.0166,0.0647,-0.0172,0.0134,0.0358,"none","dox_075",0.1209
"GREB1",1,"+","chr2:11580832-11588746",0.1538,0.072,0.0724,0.0817,0.0185,"none","no_dox",0.0135
"GREB1",1,"+","chr2:11580832-11588746",0.1538,0.072,0.0724,0.0817,0.0185,"none","dox_0125",0.032
"GREB1",1,"+","chr2:11580832-11588746",0.1538,0.072,0.0724,0.0817,0.0185,"none","dox_0187",0.1137
"GREB1",1,"+","chr2:11580832-11588746",0.1538,0.072,0.0724,0.0817,0.0185,"none","dox_021",0.1861
"GREB1",1,"+","chr2:11580832-11588746",0.1538,0.072,0.0724,0.0817,0.0185,"none","dox_025",0.2581
"GREB1",1,"+","chr2:11580832-11588746",0.1538,0.072,0.0724,0.0817,0.0185,"none","dox_075",0.4119
"GREB1",1,"+","chr2:11580832-11592776",0.0187,0.1121,0.0115,0.0019,0.0316,"none","no_dox",0.0168
"GREB1",1,"+","chr2:11580832-11592776",0.0187,0.1121,0.0115,0.0019,0.0316,"none","dox_0125",0.0484
"GREB1",1,"+","chr2:11580832-11592776",0.0187,0.1121,0.0115,0.0019,0.0316,"none","dox_0187",0.0503
"GREB1",1,"+","chr2:11580832-11592776",0.0187,0.1121,0.0115,0.0019,0.0316,"none","dox_021",0.0618
"GREB1",1,"+","chr2:11580832-11592776",0.0187,0.1121,0.0115,0.0019,0.0316,"none","dox_025",0.1739
"GREB1",1,"+","chr2:11580832-11592776",0.0187,0.1121,0.0115,0.0019,0.0316,"none","dox_075",0.1926
"HSPA14",1,"+","chr10:14866389-14867717",0.1005,0.0305,-0.0027,0.0084,0.0045,"none","no_dox",8e-04
"HSPA14",1,"+","chr10:14866389-14867717",0.1005,0.0305,-0.0027,0.0084,0.0045,"none","dox_0125",0.0053
"HSPA14",1,"+","chr10:14866389-14867717",0.1005,0.0305,-0.0027,0.0084,0.0045,"none","dox_0187",0.0137
"HSPA14",1,"+","chr10:14866389-14867717",0.1005,0.0305,-0.0027,0.0084,0.0045,"none","dox_021",0.011
"HSPA14",1,"+","chr10:14866389-14867717",0.1005,0.0305,-0.0027,0.0084,0.0045,"none","dox_025",0.0415
"HSPA14",1,"+","chr10:14866389-14867717",0.1005,0.0305,-0.0027,0.0084,0.0045,"none","dox_075",0.142
"DHRS4L2",0,"+","chr14:23990359-24000863",0.0176,0.1239,-0.0022,-0.0746,0.0532,"none","no_dox",0.0306
"DHRS4L2",0,"+","chr14:23990359-24000863",0.0176,0.1239,-0.0022,-0.0746,0.0532,"none","dox_0125",0.0838
"DHRS4L2",0,"+","chr14:23990359-24000863",0.0176,0.1239,-0.0022,-0.0746,0.0532,"none","dox_0187",0.0092
"DHRS4L2",0,"+","chr14:23990359-24000863",0.0176,0.1239,-0.0022,-0.0746,0.0532,"none","dox_021",0.007
"DHRS4L2",0,"+","chr14:23990359-24000863",0.0176,0.1239,-0.0022,-0.0746,0.0532,"none","dox_025",0.1309
"DHRS4L2",0,"+","chr14:23990359-24000863",0.0176,0.1239,-0.0022,-0.0746,0.0532,"none","dox_075",0.1485
"ZFP69",0,"+","chr1:40489624-40490780",0.0999,-0.0748,0.0335,0.0131,0.0542,"none","no_dox",0.0279
"ZFP69",0,"+","chr1:40489624-40490780",0.0999,-0.0748,0.0335,0.0131,0.0542,"none","dox_0125",0.0821
"ZFP69",0,"+","chr1:40489624-40490780",0.0999,-0.0748,0.0335,0.0131,0.0542,"none","dox_0187",0.0952
"ZFP69",0,"+","chr1:40489624-40490780",0.0999,-0.0748,0.0335,0.0131,0.0542,"none","dox_021",0.1287
"ZFP69",0,"+","chr1:40489624-40490780",0.0999,-0.0748,0.0335,0.0131,0.0542,"none","dox_025",0.0539
"ZFP69",0,"+","chr1:40489624-40490780",0.0999,-0.0748,0.0335,0.0131,0.0542,"none","dox_075",0.1538
"PPP1R26",0,"+","chr9:135483553-135483950",0.0445,0.0132,-0.0226,0.0408,0.0144,"none","no_dox",0.0291
"PPP1R26",0,"+","chr9:135483553-135483950",0.0445,0.0132,-0.0226,0.0408,0.0144,"none","dox_0125",0.0435
"PPP1R26",0,"+","chr9:135483553-135483950",0.0445,0.0132,-0.0226,0.0408,0.0144,"none","dox_0187",0.0843
"PPP1R26",0,"+","chr9:135483553-135483950",0.0445,0.0132,-0.0226,0.0408,0.0144,"none","dox_021",0.0617
"PPP1R26",0,"+","chr9:135483553-135483950",0.0445,0.0132,-0.0226,0.0408,0.0144,"none","dox_025",0.0749
"PPP1R26",0,"+","chr9:135483553-135483950",0.0445,0.0132,-0.0226,0.0408,0.0144,"none","dox_075",0.1194
"ZNF605",0,"-","chr12:132932805-132933035",0.0876,-0.000800000000000009,-0.0394,0.0897,-0.0112,"none","no_dox",0.0327
"ZNF605",0,"-","chr12:132932805-132933035",0.0876,-0.000800000000000009,-0.0394,0.0897,-0.0112,"none","dox_0125",0.0215
"ZNF605",0,"-","chr12:132932805-132933035",0.0876,-0.000800000000000009,-0.0394,0.0897,-0.0112,"none","dox_0187",0.1112
"ZNF605",0,"-","chr12:132932805-132933035",0.0876,-0.000800000000000009,-0.0394,0.0897,-0.0112,"none","dox_021",0.0718
"ZNF605",0,"-","chr12:132932805-132933035",0.0876,-0.000800000000000009,-0.0394,0.0897,-0.0112,"none","dox_025",0.071
"ZNF605",0,"-","chr12:132932805-132933035",0.0876,-0.000800000000000009,-0.0394,0.0897,-0.0112,"none","dox_075",0.1586
"ZNF605",1,"-","chr12:132933155-132936468",0.1369,0.0162,-0.0013,-0.0024,0.0039,"none","no_dox",0.005
"ZNF605",1,"-","chr12:132933155-132936468",0.1369,0.0162,-0.0013,-0.0024,0.0039,"none","dox_0125",0.0089
"ZNF605",1,"-","chr12:132933155-132936468",0.1369,0.0162,-0.0013,-0.0024,0.0039,"none","dox_0187",0.0065
"ZNF605",1,"-","chr12:132933155-132936468",0.1369,0.0162,-0.0013,-0.0024,0.0039,"none","dox_021",0.0052
"ZNF605",1,"-","chr12:132933155-132936468",0.1369,0.0162,-0.0013,-0.0024,0.0039,"none","dox_025",0.0214
"ZNF605",1,"-","chr12:132933155-132936468",0.1369,0.0162,-0.0013,-0.0024,0.0039,"none","dox_075",0.1583
"C20orf96",1,"-","chr20:276048-276793",0.0662,-0.0261,0.0568,-0.02,-0.0011,"none","no_dox",0.0304
"C20orf96",1,"-","chr20:276048-276793",0.0662,-0.0261,0.0568,-0.02,-0.0011,"none","dox_0125",0.0293
"C20orf96",1,"-","chr20:276048-276793",0.0662,-0.0261,0.0568,-0.02,-0.0011,"none","dox_0187",0.0093
"C20orf96",1,"-","chr20:276048-276793",0.0662,-0.0261,0.0568,-0.02,-0.0011,"none","dox_021",0.0661
"C20orf96",1,"-","chr20:276048-276793",0.0662,-0.0261,0.0568,-0.02,-0.0011,"none","dox_025",0.04
"C20orf96",1,"-","chr20:276048-276793",0.0662,-0.0261,0.0568,-0.02,-0.0011,"none","dox_075",0.1062
"MAPK12",1,"-","chr22:50250905-50255197",0.0843,-0.0132,0.0276,-0.013,0.0238,"none","no_dox",0.0367
"MAPK12",1,"-","chr22:50250905-50255197",0.0843,-0.0132,0.0276,-0.013,0.0238,"none","dox_0125",0.0605
"MAPK12",1,"-","chr22:50250905-50255197",0.0843,-0.0132,0.0276,-0.013,0.0238,"none","dox_0187",0.0475
"MAPK12",1,"-","chr22:50250905-50255197",0.0843,-0.0132,0.0276,-0.013,0.0238,"none","dox_021",0.0751
"MAPK12",1,"-","chr22:50250905-50255197",0.0843,-0.0132,0.0276,-0.013,0.0238,"none","dox_025",0.0619
"MAPK12",1,"-","chr22:50250905-50255197",0.0843,-0.0132,0.0276,-0.013,0.0238,"none","dox_075",0.1462
"AGRN",1,"+","chr1:1044439-1044892",0.131,-0.015,0.0409,0.1474,0.0211,"none","no_dox",4e-04
"AGRN",1,"+","chr1:1044439-1044892",0.131,-0.015,0.0409,0.1474,0.0211,"none","dox_0125",0.0215
"AGRN",1,"+","chr1:1044439-1044892",0.131,-0.015,0.0409,0.1474,0.0211,"none","dox_0187",0.1689
"AGRN",1,"+","chr1:1044439-1044892",0.131,-0.015,0.0409,0.1474,0.0211,"none","dox_021",0.2098
"AGRN",1,"+","chr1:1044439-1044892",0.131,-0.015,0.0409,0.1474,0.0211,"none","dox_025",0.1948
"AGRN",1,"+","chr1:1044439-1044892",0.131,-0.015,0.0409,0.1474,0.0211,"none","dox_075",0.3258
"AGRN",1,"+","chr1:1044440-1044864",0.0734,0.0568,0.0662,0.1668,0.0277,"none","no_dox",4e-04
"AGRN",1,"+","chr1:1044440-1044864",0.0734,0.0568,0.0662,0.1668,0.0277,"none","dox_0125",0.0281
"AGRN",1,"+","chr1:1044440-1044864",0.0734,0.0568,0.0662,0.1668,0.0277,"none","dox_0187",0.1949
"AGRN",1,"+","chr1:1044440-1044864",0.0734,0.0568,0.0662,0.1668,0.0277,"none","dox_021",0.2611
"AGRN",1,"+","chr1:1044440-1044864",0.0734,0.0568,0.0662,0.1668,0.0277,"none","dox_025",0.3179
"AGRN",1,"+","chr1:1044440-1044864",0.0734,0.0568,0.0662,0.1668,0.0277,"none","dox_075",0.3913
