Sample 1
3/25/2021 5:42 PM
Wavelength (nm)	10mm Absorbance
280.0	1.604
280.5	1.543
281.0	1.478
281.5	1.424
282.0	1.372
282.5	1.338
283.0	1.286
283.5	1.270
284.0	1.270
284.5	1.267
285.0	1.252
285.5	1.242
286.0	1.235
286.5	1.214
287.0	1.229
287.5	1.206
288.0	1.178
288.5	1.141
289.0	1.118
289.5	1.088
290.0	1.048
290.5	1.028
291.0	0.992
291.5	0.945
292.0	0.877
292.5	0.826
293.0	0.787
293.5	0.751
294.0	0.693
294.5	0.626
295.0	0.583
295.5	0.547
296.0	0.514
296.5	0.476
297.0	0.437
297.5	0.409
298.0	0.374
298.5	0.344
299.0	0.316
299.5	0.284
300.0	0.262
300.5	0.226
301.0	0.194
301.5	0.171
302.0	0.171
302.5	0.151
303.0	0.141
303.5	0.123
304.0	0.123
304.5	0.116
305.0	0.106
305.5	0.108
306.0	0.104
306.5	0.100
307.0	0.098
307.5	0.094
308.0	0.101
308.5	0.097
309.0	0.082
309.5	0.053
310.0	0.047
310.5	0.029
311.0	0.032
311.5	0.006
312.0	-0.006
312.5	-0.016
313.0	-0.026
313.5	-0.034
314.0	-0.052
314.5	-0.047
315.0	-0.052
315.5	-0.053
316.0	-0.060
316.5	-0.058
317.0	-0.039
317.5	-0.048
318.0	-0.069
318.5	-0.069
319.0	-0.060
319.5	-0.057
320.0	-0.051
320.5	-0.054
321.0	-0.072
321.5	-0.074
322.0	-0.096
322.5	-0.090
323.0	-0.111
323.5	-0.113
324.0	-0.115
324.5	-0.095
325.0	-0.099
325.5	-0.064
326.0	-0.071
326.5	-0.087
327.0	-0.071
327.5	-0.059
328.0	-0.029
328.5	-0.021
329.0	-0.020
329.5	-0.023
330.0	-0.025
330.5	-0.005
331.0	0.012
331.5	-0.005
332.0	0.000
332.5	-0.008
333.0	-0.030
333.5	-0.010
334.0	0.015
334.5	0.015
335.0	0.018
335.5	-0.006
336.0	-0.016
336.5	0.013
337.0	0.037
337.5	0.033
338.0	0.035
338.5	0.021
339.0	0.035
339.5	0.019
340.0	0.000
340.5	0.015
341.0	-0.007
341.5	-0.034
342.0	-0.054
342.5	-0.055
343.0	-0.084
343.5	-0.099
344.0	-0.150
344.5	-0.180
345.0	-0.195
345.5	-0.224
346.0	-0.244
346.5	-0.267
347.0	-0.279
347.5	-0.269
348.0	-0.306
348.5	-0.334
349.0	-0.349
349.5	-0.361
350.0	-0.401


Sample 20
3/25/2021 5:51 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	7.740
220.5	7.522
221.0	7.313
221.5	7.106
222.0	6.901
222.5	6.698
223.0	6.491
223.5	6.288
224.0	6.080
224.5	5.867
225.0	5.682
225.5	5.539
226.0	5.430
226.5	5.346
227.0	5.277
227.5	5.216
228.0	5.164
228.5	5.116
229.0	5.073
229.5	5.033
230.0	4.995
230.5	4.958
231.0	4.920
231.5	4.885
232.0	4.848
232.5	4.801
233.0	4.749
233.5	4.699
234.0	4.656
234.5	4.620
235.0	4.593
235.5	4.576
236.0	4.572
236.5	4.583
237.0	4.603
237.5	4.632
238.0	4.680
238.5	4.748
239.0	4.823
239.5	4.904
240.0	4.981
240.5	5.051
241.0	5.116
241.5	5.180
242.0	5.248
242.5	5.326
243.0	5.420
243.5	5.533
244.0	5.649
244.5	5.750
245.0	5.840
245.5	5.923
246.0	6.003
246.5	6.085
247.0	6.166
247.5	6.245
248.0	6.319
248.5	6.390
249.0	6.456
249.5	6.519
250.0	6.578
250.5	6.638
251.0	6.705
251.5	6.779
252.0	6.861
252.5	6.943
253.0	7.022
253.5	7.096
254.0	7.162
254.5	7.218
255.0	7.263
255.5	7.305
256.0	7.345
256.5	7.385
257.0	7.415
257.5	7.436
258.0	7.446
258.5	7.451
259.0	7.447
259.5	7.436
260.0	7.422
260.5	7.404
261.0	7.384
261.5	7.359
262.0	7.330
262.5	7.295
263.0	7.250
263.5	7.188
264.0	7.116
264.5	7.024
265.0	6.918
265.5	6.808
266.0	6.703
266.5	6.603
267.0	6.507
267.5	6.409
268.0	6.296
268.5	6.182
269.0	6.077
269.5	5.975
270.0	5.879
270.5	5.783
271.0	5.688
271.5	5.592
272.0	5.494
272.5	5.391
273.0	5.291
273.5	5.190
274.0	5.091
274.5	4.991
275.0	4.892
275.5	4.788
276.0	4.673
276.5	4.551
277.0	4.432
277.5	4.309
278.0	4.183
278.5	4.056
279.0	3.931
279.5	3.807
280.0	3.689
280.5	3.574
281.0	3.459
281.5	3.339
282.0	3.220
282.5	3.102
283.0	2.989
283.5	2.876
284.0	2.769
284.5	2.669
285.0	2.573
285.5	2.479
286.0	2.384
286.5	2.287
287.0	2.186
287.5	2.085
288.0	1.988
288.5	1.898
289.0	1.812
289.5	1.725
290.0	1.640
290.5	1.550
291.0	1.460
291.5	1.369
292.0	1.282
292.5	1.201
293.0	1.121
293.5	1.045
294.0	0.968
294.5	0.892
295.0	0.823
295.5	0.757
296.0	0.698
296.5	0.644
297.0	0.598
297.5	0.555
298.0	0.517
298.5	0.478
299.0	0.441
299.5	0.404
300.0	0.371
300.5	0.342
301.0	0.314
301.5	0.285
302.0	0.257
302.5	0.229
303.0	0.205
303.5	0.184
304.0	0.165
304.5	0.150
305.0	0.134
305.5	0.120
306.0	0.108
306.5	0.096
307.0	0.088
307.5	0.080
308.0	0.073
308.5	0.068
309.0	0.062
309.5	0.058
310.0	0.055
310.5	0.052
311.0	0.049
311.5	0.047
312.0	0.044
312.5	0.042
313.0	0.041
313.5	0.039
314.0	0.038
314.5	0.033
315.0	0.030
315.5	0.028
316.0	0.026
316.5	0.022
317.0	0.017
317.5	0.014
318.0	0.010
318.5	0.009
319.0	0.007
319.5	0.006
320.0	0.007
320.5	0.005
321.0	0.006
321.5	0.006
322.0	0.009
322.5	0.012
323.0	0.013
323.5	0.013
324.0	0.015
324.5	0.015
325.0	0.015
325.5	0.016
326.0	0.016
326.5	0.017
327.0	0.016
327.5	0.016
328.0	0.015
328.5	0.013
329.0	0.011
329.5	0.012
330.0	0.011
330.5	0.010
331.0	0.010
331.5	0.010
332.0	0.009
332.5	0.009
333.0	0.008
333.5	0.007
334.0	0.007
334.5	0.008
335.0	0.007
335.5	0.007
336.0	0.007
336.5	0.005
337.0	0.003
337.5	0.002
338.0	0.002
338.5	0.001
339.0	0.000
339.5	0.000
340.0	0.000
340.5	0.000
341.0	0.002
341.5	0.002
342.0	0.002
342.5	0.003
343.0	0.005
343.5	0.006
344.0	0.009
344.5	0.010
345.0	0.011
345.5	0.012
346.0	0.013
346.5	0.015
347.0	0.017
347.5	0.017
348.0	0.020
348.5	0.021
349.0	0.020
349.5	0.020
350.0	0.020


Sample 21
3/25/2021 5:52 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	-0.192
220.5	-0.189
221.0	-0.187
221.5	-0.185
222.0	-0.180
222.5	-0.181
223.0	-0.180
223.5	-0.177
224.0	-0.175
224.5	-0.170
225.0	-0.167
225.5	-0.161
226.0	-0.158
226.5	-0.156
227.0	-0.153
227.5	-0.151
228.0	-0.150
228.5	-0.148
229.0	-0.149
229.5	-0.148
230.0	-0.147
230.5	-0.146
231.0	-0.145
231.5	-0.144
232.0	-0.143
232.5	-0.143
233.0	-0.143
233.5	-0.142
234.0	-0.140
234.5	-0.140
235.0	-0.140
235.5	-0.139
236.0	-0.139
236.5	-0.136
237.0	-0.136
237.5	-0.136
238.0	-0.134
238.5	-0.133
239.0	-0.132
239.5	-0.130
240.0	-0.127
240.5	-0.123
241.0	-0.123
241.5	-0.124
242.0	-0.122
242.5	-0.121
243.0	-0.122
243.5	-0.120
244.0	-0.118
244.5	-0.115
245.0	-0.114
245.5	-0.112
246.0	-0.110
246.5	-0.110
247.0	-0.109
247.5	-0.109
248.0	-0.109
248.5	-0.108
249.0	-0.107
249.5	-0.107
250.0	-0.106
250.5	-0.105
251.0	-0.105
251.5	-0.104
252.0	-0.106
252.5	-0.104
253.0	-0.106
253.5	-0.107
254.0	-0.106
254.5	-0.107
255.0	-0.105
255.5	-0.105
256.0	-0.104
256.5	-0.103
257.0	-0.102
257.5	-0.100
258.0	-0.100
258.5	-0.099
259.0	-0.098
259.5	-0.099
260.0	-0.099
260.5	-0.099
261.0	-0.098
261.5	-0.098
262.0	-0.097
262.5	-0.097
263.0	-0.096
263.5	-0.097
264.0	-0.097
264.5	-0.097
265.0	-0.097
265.5	-0.096
266.0	-0.096
266.5	-0.095
267.0	-0.094
267.5	-0.093
268.0	-0.092
268.5	-0.092
269.0	-0.090
269.5	-0.089
270.0	-0.086
270.5	-0.085
271.0	-0.083
271.5	-0.082
272.0	-0.082
272.5	-0.081
273.0	-0.082
273.5	-0.080
274.0	-0.078
274.5	-0.078
275.0	-0.076
275.5	-0.076
276.0	-0.075
276.5	-0.074
277.0	-0.072
277.5	-0.072
278.0	-0.072
278.5	-0.073
279.0	-0.072
279.5	-0.070
280.0	-0.067
280.5	-0.066
281.0	-0.063
281.5	-0.061
282.0	-0.059
282.5	-0.056
283.0	-0.054
283.5	-0.054
284.0	-0.054
284.5	-0.055
285.0	-0.056
285.5	-0.055
286.0	-0.055
286.5	-0.055
287.0	-0.054
287.5	-0.056
288.0	-0.057
288.5	-0.057
289.0	-0.058
289.5	-0.059
290.0	-0.060
290.5	-0.061
291.0	-0.058
291.5	-0.056
292.0	-0.054
292.5	-0.052
293.0	-0.053
293.5	-0.051
294.0	-0.050
294.5	-0.050
295.0	-0.050
295.5	-0.049
296.0	-0.049
296.5	-0.050
297.0	-0.050
297.5	-0.049
298.0	-0.049
298.5	-0.049
299.0	-0.049
299.5	-0.049
300.0	-0.049
300.5	-0.048
301.0	-0.047
301.5	-0.046
302.0	-0.046
302.5	-0.044
303.0	-0.043
303.5	-0.041
304.0	-0.040
304.5	-0.038
305.0	-0.038
305.5	-0.036
306.0	-0.034
306.5	-0.034
307.0	-0.032
307.5	-0.030
308.0	-0.029
308.5	-0.027
309.0	-0.026
309.5	-0.024
310.0	-0.022
310.5	-0.021
311.0	-0.022
311.5	-0.021
312.0	-0.020
312.5	-0.019
313.0	-0.018
313.5	-0.018
314.0	-0.018
314.5	-0.019
315.0	-0.020
315.5	-0.019
316.0	-0.020
316.5	-0.020
317.0	-0.023
317.5	-0.024
318.0	-0.026
318.5	-0.025
319.0	-0.025
319.5	-0.024
320.0	-0.022
320.5	-0.021
321.0	-0.019
321.5	-0.020
322.0	-0.017
322.5	-0.015
323.0	-0.013
323.5	-0.012
324.0	-0.012
324.5	-0.011
325.0	-0.011
325.5	-0.008
326.0	-0.009
326.5	-0.009
327.0	-0.008
327.5	-0.009
328.0	-0.010
328.5	-0.010
329.0	-0.008
329.5	-0.005
330.0	-0.002
330.5	-0.002
331.0	-0.003
331.5	-0.001
332.0	0.000
332.5	0.000
333.0	-0.001
333.5	-0.002
334.0	0.001
334.5	0.000
335.0	0.001
335.5	0.001
336.0	0.000
336.5	-0.003
337.0	-0.004
337.5	-0.007
338.0	-0.006
338.5	-0.004
339.0	-0.004
339.5	-0.002
340.0	0.000
340.5	0.001
341.0	0.003
341.5	0.004
342.0	0.005
342.5	0.007
343.0	0.009
343.5	0.011
344.0	0.014
344.5	0.017
345.0	0.019
345.5	0.021
346.0	0.021
346.5	0.023
347.0	0.024
347.5	0.024
348.0	0.028
348.5	0.030
349.0	0.029
349.5	0.028
350.0	0.028


Sample 22
3/25/2021 5:53 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	6.267
220.5	6.076
221.0	5.888
221.5	5.709
222.0	5.539
222.5	5.370
223.0	5.216
223.5	5.067
224.0	4.922
224.5	4.788
225.0	4.676
225.5	4.593
226.0	4.535
226.5	4.490
227.0	4.457
227.5	4.428
228.0	4.404
228.5	4.384
229.0	4.368
229.5	4.354
230.0	4.345
230.5	4.338
231.0	4.332
231.5	4.330
232.0	4.330
232.5	4.329
233.0	4.332
233.5	4.339
234.0	4.355
234.5	4.378
235.0	4.411
235.5	4.455
236.0	4.507
236.5	4.568
237.0	4.637
237.5	4.719
238.0	4.817
238.5	4.937
239.0	5.068
239.5	5.197
240.0	5.315
240.5	5.419
241.0	5.514
241.5	5.603
242.0	5.695
242.5	5.796
243.0	5.914
243.5	6.055
244.0	6.194
244.5	6.316
245.0	6.423
245.5	6.523
246.0	6.620
246.5	6.718
247.0	6.815
247.5	6.908
248.0	6.994
248.5	7.078
249.0	7.157
249.5	7.228
250.0	7.296
250.5	7.366
251.0	7.441
251.5	7.529
252.0	7.624
252.5	7.717
253.0	7.808
253.5	7.893
254.0	7.969
254.5	8.033
255.0	8.088
255.5	8.137
256.0	8.180
256.5	8.222
257.0	8.256
257.5	8.279
258.0	8.291
258.5	8.293
259.0	8.287
259.5	8.274
260.0	8.260
260.5	8.240
261.0	8.216
261.5	8.188
262.0	8.157
262.5	8.115
263.0	8.066
263.5	8.000
264.0	7.917
264.5	7.815
265.0	7.695
265.5	7.573
266.0	7.460
266.5	7.352
267.0	7.246
267.5	7.136
268.0	7.013
268.5	6.888
269.0	6.769
269.5	6.658
270.0	6.553
270.5	6.447
271.0	6.343
271.5	6.237
272.0	6.130
272.5	6.019
273.0	5.907
273.5	5.793
274.0	5.683
274.5	5.571
275.0	5.462
275.5	5.346
276.0	5.218
276.5	5.084
277.0	4.951
277.5	4.811
278.0	4.668
278.5	4.526
279.0	4.384
279.5	4.244
280.0	4.112
280.5	3.984
281.0	3.854
281.5	3.720
282.0	3.587
282.5	3.457
283.0	3.329
283.5	3.203
284.0	3.083
284.5	2.971
285.0	2.865
285.5	2.762
286.0	2.656
286.5	2.548
287.0	2.435
287.5	2.321
288.0	2.211
288.5	2.110
289.0	2.012
289.5	1.914
290.0	1.817
290.5	1.717
291.0	1.614
291.5	1.510
292.0	1.412
292.5	1.319
293.0	1.229
293.5	1.142
294.0	1.056
294.5	0.972
295.0	0.893
295.5	0.820
296.0	0.755
296.5	0.696
297.0	0.646
297.5	0.600
298.0	0.558
298.5	0.516
299.0	0.475
299.5	0.436
300.0	0.400
300.5	0.369
301.0	0.337
301.5	0.307
302.0	0.277
302.5	0.250
303.0	0.224
303.5	0.202
304.0	0.182
304.5	0.165
305.0	0.148
305.5	0.133
306.0	0.119
306.5	0.107
307.0	0.097
307.5	0.088
308.0	0.081
308.5	0.075
309.0	0.070
309.5	0.065
310.0	0.061
310.5	0.056
311.0	0.053
311.5	0.050
312.0	0.047
312.5	0.046
313.0	0.043
313.5	0.040
314.0	0.039
314.5	0.035
315.0	0.033
315.5	0.030
316.0	0.026
316.5	0.022
317.0	0.017
317.5	0.015
318.0	0.013
318.5	0.011
319.0	0.009
319.5	0.008
320.0	0.007
320.5	0.006
321.0	0.009
321.5	0.009
322.0	0.011
322.5	0.013
323.0	0.017
323.5	0.019
324.0	0.020
324.5	0.019
325.0	0.017
325.5	0.018
326.0	0.018
326.5	0.019
327.0	0.019
327.5	0.019
328.0	0.018
328.5	0.016
329.0	0.016
329.5	0.017
330.0	0.017
330.5	0.016
331.0	0.013
331.5	0.013
332.0	0.013
332.5	0.014
333.0	0.014
333.5	0.012
334.0	0.012
334.5	0.013
335.0	0.013
335.5	0.012
336.0	0.012
336.5	0.008
337.0	0.004
337.5	0.002
338.0	0.001
338.5	-0.001
339.0	-0.001
339.5	0.000
340.0	0.000
340.5	-0.002
341.0	0.000
341.5	0.000
342.0	0.001
342.5	0.002
343.0	0.004
343.5	0.005
344.0	0.007
344.5	0.009
345.0	0.010
345.5	0.012
346.0	0.014
346.5	0.015
347.0	0.016
347.5	0.017
348.0	0.020
348.5	0.022
349.0	0.021
349.5	0.019
350.0	0.018


Sample 23
3/25/2021 5:53 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	6.735
220.5	6.534
221.0	6.336
221.5	6.143
222.0	5.956
222.5	5.774
223.0	5.592
223.5	5.412
224.0	5.229
224.5	5.043
225.0	4.878
225.5	4.741
226.0	4.640
226.5	4.568
227.0	4.514
227.5	4.471
228.0	4.433
228.5	4.402
229.0	4.374
229.5	4.348
230.0	4.324
230.5	4.301
231.0	4.280
231.5	4.261
232.0	4.243
232.5	4.222
233.0	4.208
233.5	4.198
234.0	4.193
234.5	4.191
235.0	4.196
235.5	4.210
236.0	4.231
236.5	4.263
237.0	4.305
237.5	4.359
238.0	4.426
238.5	4.514
239.0	4.610
239.5	4.708
240.0	4.798
240.5	4.883
241.0	4.962
241.5	5.039
242.0	5.116
242.5	5.200
243.0	5.301
243.5	5.419
244.0	5.534
244.5	5.635
245.0	5.728
245.5	5.817
246.0	5.905
246.5	5.994
247.0	6.081
247.5	6.166
248.0	6.244
248.5	6.317
249.0	6.388
249.5	6.453
250.0	6.516
250.5	6.582
251.0	6.657
251.5	6.746
252.0	6.846
252.5	6.941
253.0	7.028
253.5	7.106
254.0	7.176
254.5	7.236
255.0	7.287
255.5	7.334
256.0	7.377
256.5	7.416
257.0	7.449
257.5	7.473
258.0	7.484
258.5	7.486
259.0	7.484
259.5	7.473
260.0	7.458
260.5	7.442
261.0	7.426
261.5	7.400
262.0	7.371
262.5	7.335
263.0	7.291
263.5	7.233
264.0	7.160
264.5	7.070
265.0	6.964
265.5	6.852
266.0	6.744
266.5	6.642
267.0	6.544
267.5	6.444
268.0	6.331
268.5	6.212
269.0	6.103
269.5	6.001
270.0	5.905
270.5	5.808
271.0	5.711
271.5	5.614
272.0	5.515
272.5	5.414
273.0	5.314
273.5	5.215
274.0	5.115
274.5	5.018
275.0	4.918
275.5	4.816
276.0	4.701
276.5	4.581
277.0	4.461
277.5	4.338
278.0	4.209
278.5	4.080
279.0	3.953
279.5	3.829
280.0	3.711
280.5	3.594
281.0	3.476
281.5	3.356
282.0	3.232
282.5	3.114
283.0	2.997
283.5	2.883
284.0	2.774
284.5	2.673
285.0	2.575
285.5	2.480
286.0	2.386
286.5	2.288
287.0	2.185
287.5	2.079
288.0	1.980
288.5	1.887
289.0	1.799
289.5	1.712
290.0	1.626
290.5	1.537
291.0	1.444
291.5	1.350
292.0	1.260
292.5	1.177
293.0	1.096
293.5	1.015
294.0	0.934
294.5	0.856
295.0	0.782
295.5	0.714
296.0	0.656
296.5	0.600
297.0	0.553
297.5	0.509
298.0	0.468
298.5	0.429
299.0	0.390
299.5	0.354
300.0	0.320
300.5	0.291
301.0	0.263
301.5	0.237
302.0	0.211
302.5	0.188
303.0	0.166
303.5	0.146
304.0	0.128
304.5	0.113
305.0	0.099
305.5	0.086
306.0	0.075
306.5	0.065
307.0	0.058
307.5	0.051
308.0	0.046
308.5	0.040
309.0	0.034
309.5	0.031
310.0	0.027
310.5	0.023
311.0	0.022
311.5	0.020
312.0	0.017
312.5	0.018
313.0	0.018
313.5	0.017
314.0	0.017
314.5	0.015
315.0	0.012
315.5	0.011
316.0	0.010
316.5	0.010
317.0	0.008
317.5	0.007
318.0	0.006
318.5	0.006
319.0	0.007
319.5	0.007
320.0	0.007
320.5	0.005
321.0	0.007
321.5	0.007
322.0	0.009
322.5	0.011
323.0	0.015
323.5	0.015
324.0	0.015
324.5	0.015
325.0	0.014
325.5	0.015
326.0	0.014
326.5	0.014
327.0	0.013
327.5	0.013
328.0	0.012
328.5	0.010
329.0	0.010
329.5	0.012
330.0	0.013
330.5	0.011
331.0	0.009
331.5	0.011
332.0	0.012
332.5	0.012
333.0	0.011
333.5	0.009
334.0	0.010
334.5	0.012
335.0	0.010
335.5	0.010
336.0	0.009
336.5	0.006
337.0	0.003
337.5	0.001
338.0	0.001
338.5	0.001
339.0	0.000
339.5	0.000
340.0	0.000
340.5	-0.002
341.0	0.001
341.5	0.002
342.0	0.002
342.5	0.005
343.0	0.008
343.5	0.010
344.0	0.012
344.5	0.014
345.0	0.017
345.5	0.019
346.0	0.020
346.5	0.022
347.0	0.024
347.5	0.026
348.0	0.030
348.5	0.032
349.0	0.032
349.5	0.031
350.0	0.032


Sample 24
3/25/2021 5:53 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	5.089
220.5	4.934
221.0	4.789
221.5	4.645
222.0	4.504
222.5	4.367
223.0	4.239
223.5	4.112
224.0	3.986
224.5	3.861
225.0	3.756
225.5	3.679
226.0	3.621
226.5	3.577
227.0	3.543
227.5	3.514
228.0	3.488
228.5	3.467
229.0	3.447
229.5	3.429
230.0	3.414
230.5	3.401
231.0	3.389
231.5	3.379
232.0	3.371
232.5	3.359
233.0	3.346
233.5	3.336
234.0	3.334
234.5	3.335
235.0	3.345
235.5	3.363
236.0	3.387
236.5	3.422
237.0	3.463
237.5	3.514
238.0	3.575
238.5	3.654
239.0	3.741
239.5	3.828
240.0	3.907
240.5	3.980
241.0	4.044
241.5	4.105
242.0	4.168
242.5	4.238
243.0	4.321
243.5	4.421
244.0	4.522
244.5	4.612
245.0	4.688
245.5	4.760
246.0	4.829
246.5	4.897
247.0	4.965
247.5	5.031
248.0	5.092
248.5	5.152
249.0	5.208
249.5	5.260
250.0	5.309
250.5	5.359
251.0	5.414
251.5	5.475
252.0	5.540
252.5	5.607
253.0	5.673
253.5	5.732
254.0	5.785
254.5	5.832
255.0	5.871
255.5	5.907
256.0	5.939
256.5	5.972
257.0	5.996
257.5	6.013
258.0	6.021
258.5	6.023
259.0	6.022
259.5	6.013
260.0	6.002
260.5	5.986
261.0	5.970
261.5	5.949
262.0	5.925
262.5	5.897
263.0	5.860
263.5	5.816
264.0	5.755
264.5	5.682
265.0	5.595
265.5	5.508
266.0	5.423
266.5	5.343
267.0	5.265
267.5	5.185
268.0	5.098
268.5	5.008
269.0	4.922
269.5	4.842
270.0	4.765
270.5	4.685
271.0	4.608
271.5	4.531
272.0	4.454
272.5	4.376
273.0	4.296
273.5	4.216
274.0	4.135
274.5	4.058
275.0	3.979
275.5	3.895
276.0	3.801
276.5	3.704
277.0	3.606
277.5	3.506
278.0	3.403
278.5	3.299
279.0	3.195
279.5	3.093
280.0	2.996
280.5	2.902
281.0	2.808
281.5	2.711
282.0	2.613
282.5	2.517
283.0	2.424
283.5	2.332
284.0	2.245
284.5	2.165
285.0	2.087
285.5	2.011
286.0	1.935
286.5	1.857
287.0	1.776
287.5	1.693
288.0	1.614
288.5	1.540
289.0	1.469
289.5	1.398
290.0	1.329
290.5	1.257
291.0	1.183
291.5	1.108
292.0	1.038
292.5	0.972
293.0	0.907
293.5	0.843
294.0	0.782
294.5	0.720
295.0	0.664
295.5	0.611
296.0	0.564
296.5	0.520
297.0	0.482
297.5	0.449
298.0	0.418
298.5	0.387
299.0	0.357
299.5	0.329
300.0	0.301
300.5	0.279
301.0	0.257
301.5	0.234
302.0	0.211
302.5	0.190
303.0	0.170
303.5	0.154
304.0	0.139
304.5	0.127
305.0	0.114
305.5	0.102
306.0	0.092
306.5	0.083
307.0	0.075
307.5	0.068
308.0	0.063
308.5	0.059
309.0	0.055
309.5	0.053
310.0	0.049
310.5	0.046
311.0	0.044
311.5	0.042
312.0	0.039
312.5	0.038
313.0	0.037
313.5	0.034
314.0	0.033
314.5	0.032
315.0	0.030
315.5	0.027
316.0	0.025
316.5	0.022
317.0	0.018
317.5	0.018
318.0	0.015
318.5	0.012
319.0	0.011
319.5	0.010
320.0	0.010
320.5	0.009
321.0	0.010
321.5	0.009
322.0	0.009
322.5	0.010
323.0	0.012
323.5	0.013
324.0	0.011
324.5	0.010
325.0	0.007
325.5	0.009
326.0	0.009
326.5	0.009
327.0	0.010
327.5	0.009
328.0	0.009
328.5	0.008
329.0	0.009
329.5	0.010
330.0	0.012
330.5	0.011
331.0	0.010
331.5	0.011
332.0	0.013
332.5	0.013
333.0	0.012
333.5	0.011
334.0	0.012
334.5	0.012
335.0	0.012
335.5	0.012
336.0	0.011
336.5	0.007
337.0	0.005
337.5	0.003
338.0	0.002
338.5	0.001
339.0	-0.001
339.5	-0.001
340.0	0.000
340.5	-0.001
341.0	0.001
341.5	0.001
342.0	0.002
342.5	0.003
343.0	0.005
343.5	0.007
344.0	0.011
344.5	0.013
345.0	0.014
345.5	0.015
346.0	0.017
346.5	0.020
347.0	0.021
347.5	0.021
348.0	0.023
348.5	0.026
349.0	0.026
349.5	0.025
350.0	0.025


Sample 25
3/25/2021 5:54 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	6.541
220.5	6.351
221.0	6.169
221.5	5.985
222.0	5.811
222.5	5.635
223.0	5.468
223.5	5.302
224.0	5.130
224.5	4.964
225.0	4.819
225.5	4.706
226.0	4.620
226.5	4.554
227.0	4.501
227.5	4.456
228.0	4.416
228.5	4.381
229.0	4.350
229.5	4.321
230.0	4.294
230.5	4.267
231.0	4.242
231.5	4.217
232.0	4.192
232.5	4.161
233.0	4.127
233.5	4.094
234.0	4.070
234.5	4.050
235.0	4.039
235.5	4.036
236.0	4.042
236.5	4.061
237.0	4.086
237.5	4.119
238.0	4.172
238.5	4.236
239.0	4.313
239.5	4.390
240.0	4.463
240.5	4.528
241.0	4.590
241.5	4.647
242.0	4.709
242.5	4.777
243.0	4.859
243.5	4.961
244.0	5.065
244.5	5.154
245.0	5.234
245.5	5.307
246.0	5.378
246.5	5.449
247.0	5.521
247.5	5.589
248.0	5.655
248.5	5.717
249.0	5.777
249.5	5.832
250.0	5.884
250.5	5.940
251.0	5.999
251.5	6.062
252.0	6.136
252.5	6.208
253.0	6.277
253.5	6.342
254.0	6.400
254.5	6.449
255.0	6.492
255.5	6.531
256.0	6.565
256.5	6.598
257.0	6.622
257.5	6.637
258.0	6.643
258.5	6.645
259.0	6.642
259.5	6.631
260.0	6.619
260.5	6.605
261.0	6.586
261.5	6.564
262.0	6.539
262.5	6.506
263.0	6.464
263.5	6.410
264.0	6.343
264.5	6.261
265.0	6.168
265.5	6.070
266.0	5.976
266.5	5.887
267.0	5.800
267.5	5.713
268.0	5.613
268.5	5.512
269.0	5.416
269.5	5.327
270.0	5.242
270.5	5.157
271.0	5.072
271.5	4.987
272.0	4.901
272.5	4.812
273.0	4.724
273.5	4.635
274.0	4.546
274.5	4.458
275.0	4.369
275.5	4.277
276.0	4.175
276.5	4.069
277.0	3.963
277.5	3.853
278.0	3.741
278.5	3.627
279.0	3.514
279.5	3.403
280.0	3.299
280.5	3.196
281.0	3.093
281.5	2.988
282.0	2.883
282.5	2.779
283.0	2.677
283.5	2.577
284.0	2.482
284.5	2.392
285.0	2.306
285.5	2.222
286.0	2.139
286.5	2.054
287.0	1.964
287.5	1.873
288.0	1.787
288.5	1.706
289.0	1.628
