seqnames,start,end,width,strand,gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,control_mean_psi,tdp43kd002_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,lsv_junc,ir_start,ir_end,paste_into_igv_junction,junc_dist,strand_start,transcript_id_start,exon_name_start,exon_rank_start,gene_id_start,strand_end,transcript_id_end,exon_name_end,exon_rank_end,gene_id_end,gene_id_junc,junc_in_ref,junc_cat
chr6,30704314,30704561,248,+,MDC1-AS1,ENSG00000224328.1,ENSG00000224328.1:t:30704561-30704806,0,6.404e-21,1,0.0051,6e-04,"t|1e1.1o1|1e3.1o1|2e2.1o1|3e4.1o3|i",5,5,1,ENSG00000224328.1:t:30704561-30704806_30704314-30704561,30704561,30704560,chr6:30704314-30704561,247,,,,,,,,,,,,FALSE,none
chr6,30704437,30704561,125,+,MDC1-AS1,ENSG00000224328.1,ENSG00000224328.1:t:30704561-30704806,-0.0628,0.1659,0.2613,0.0952,0.022,"t|1e1.1o1|1e3.1o1|2e2.1o1|3e4.1o3|i",5,5,1,ENSG00000224328.1:t:30704561-30704806_30704437-30704561,,,chr6:30704437-30704561,124,,,,,,,,,,,,FALSE,none
chr6,30704374,30704621,248,+,MDC1-AS1,ENSG00000224328.1,ENSG00000224328.1:t:30704561-30704806,-0.0063,0.01159,0.647,0.0909,0.0827,"t|1e1.1o1|1e3.1o1|2e2.1o1|3e4.1o3|i",5,5,1,ENSG00000224328.1:t:30704561-30704806_30704374-30704621,,,chr6:30704374-30704621,247,,,,,,,,,,,,FALSE,none
chr6,30704539,30704663,125,+,MDC1-AS1,ENSG00000224328.1,ENSG00000224328.1:t:30704561-30704806,-0.0011,2.327e-07,0.9542,0.0285,6e-04,"t|1e1.1o1|1e3.1o1|2e2.1o1|3e4.1o3|i",5,5,1,ENSG00000224328.1:t:30704561-30704806_30704539-30704663,,,chr6:30704539-30704663,124,,,,,,,,,,,,FALSE,none
chr6,30704806,30705053,248,+,MDC1-AS1,ENSG00000224328.1,ENSG00000224328.1:t:30705053-30705161,-0.0489,0.0438,0.4181,0.0769,0.007,"t|1e1.1o1|2e2.1o1|i",3,3,1,ENSG00000224328.1:t:30705053-30705161_30704806-30705053,30705053,30705052,chr6:30704806-30705053,247,,,,,,,,,,,,FALSE,none
chr6,30704866,30705113,248,+,MDC1-AS1,ENSG00000224328.1,ENSG00000224328.1:t:30705053-30705161,-0.0222,0.04343,0.4862,0.0966,0.0553,"t|1e1.1o1|2e2.1o1|i",3,3,1,ENSG00000224328.1:t:30705053-30705161_30704866-30705113,,,chr6:30704866-30705113,247,,,,,,,,,,,,FALSE,none
chr6,30704806,30705545,740,+,MDC1-AS1,ENSG00000224328.1,ENSG00000224328.1:t:30705545-na,-0.1066,0.5307,0.0645,0.1537,0.0095,"t|1e1.1o1|1e2.1o1|1e3.3o3",3,4,1,ENSG00000224328.1:t:30705545-na_30704806-30705545,,,chr6:30704806-30705545,739,,,,,,,,,,,,FALSE,none
chr6,30705298,30705545,248,+,MDC1-AS1,ENSG00000224328.1,ENSG00000224328.1:t:30705545-na,0.231,0.8374,0.006336,0.0762,0.3557,"t|1e1.1o1|1e2.1o1|1e3.3o3",3,4,1,ENSG00000224328.1:t:30705545-na_30705298-30705545,,,chr6:30705298-30705545,247,,,,,,,,,,,,FALSE,none
chr6,30705421,30705545,125,+,MDC1-AS1,ENSG00000224328.1,ENSG00000224328.1:t:30705545-na,-0.0718,0.3411,0.09627,0.7597,0.6332,"t|1e1.1o1|1e2.1o1|1e3.3o3",3,4,1,ENSG00000224328.1:t:30705545-na_30705421-30705545,,,chr6:30705421-30705545,124,,,,,,,,,,,,FALSE,none
chr1,110412293,110413039,747,+,LAMTOR5-AS1,ENSG00000224699.9,ENSG00000224699.9:s:110412015-110412498,0,1.466e-05,0.9962,0.0031,0.0032,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000224699.9:s:110412015-110412498_110412293-110413039,,,chr1:110412293-110413039,746,+,ENST00000590413.5|ENST00000457535.5|ENST00000625451.2|ENST00000585330.6|ENST00000659565.1|ENST00000609512.6|ENST00000609244.6|ENST00000608486.5|ENST00000598454.5|ENST00000609709.5|ENST00000610148.5|ENST00000622324.4|ENST00000608499.5|ENST00000626643.3|ENST00000630179.2|ENST00000612551.4|ENST00000608602.5|ENST00000590826.3|ENST00000631307.2|ENST00000609653.5,ENSE00001592026.1|ENSE00003710942.1,2|3|1,ENSG00000224699.9,+,ENST00000631307.2,ENSE00003768192.1,3,ENSG00000224699.9,ENSG00000224699.9,TRUE,annotated
chr1,110412293,110413321,1029,+,LAMTOR5-AS1,ENSG00000224699.9,ENSG00000224699.9:s:110412015-110412498,0.1173,0.536,0.04792,0.0776,0.2423,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000224699.9:s:110412015-110412498_110412293-110413321,,,chr1:110412293-110413321,1028,+,ENST00000590413.5|ENST00000457535.5|ENST00000625451.2|ENST00000585330.6|ENST00000659565.1|ENST00000609512.6|ENST00000609244.6|ENST00000608486.5|ENST00000598454.5|ENST00000609709.5|ENST00000610148.5|ENST00000622324.4|ENST00000608499.5|ENST00000626643.3|ENST00000630179.2|ENST00000612551.4|ENST00000608602.5|ENST00000590826.3|ENST00000631307.2|ENST00000609653.5,ENSE00001592026.1|ENSE00003710942.1,2|3|1,ENSG00000224699.9,+,ENST00000585330.6|ENST00000608486.5|ENST00000598454.5|ENST00000610148.5|ENST00000608152.1,ENSE00003170524.1,3|4|2,ENSG00000224699.9,ENSG00000224699.9,TRUE,annotated
chr1,110412293,110414152,1860,+,LAMTOR5-AS1,ENSG00000224699.9,ENSG00000224699.9:s:110412015-110412498,-0.0712,0.3317,0.1002,0.6901,0.5667,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000224699.9:s:110412015-110412498_110412293-110414152,,,chr1:110412293-110414152,1859,+,ENST00000590413.5|ENST00000457535.5|ENST00000625451.2|ENST00000585330.6|ENST00000659565.1|ENST00000609512.6|ENST00000609244.6|ENST00000608486.5|ENST00000598454.5|ENST00000609709.5|ENST00000610148.5|ENST00000622324.4|ENST00000608499.5|ENST00000626643.3|ENST00000630179.2|ENST00000612551.4|ENST00000608602.5|ENST00000590826.3|ENST00000631307.2|ENST00000609653.5,ENSE00001592026.1|ENSE00003710942.1,2|3|1,ENSG00000224699.9,+,ENST00000590413.5|ENST00000625451.2|ENST00000609512.6|ENST00000609709.5|ENST00000610148.5|ENST00000608499.5|ENST00000626643.3|ENST00000630179.2|ENST00000612551.4|ENST00000608602.5|ENST00000608719.5|ENST00000444238.6|ENST00000608635.5,ENSE00001541093.2,3|4|2,ENSG00000224699.9,ENSG00000224699.9,TRUE,annotated
chr1,110412293,110416009,3717,+,LAMTOR5-AS1,ENSG00000224699.9,ENSG00000224699.9:s:110412015-110412498,-0.0182,0.1525,0.2718,0.2228,0.1883,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000224699.9:s:110412015-110412498_110412293-110416009,,,chr1:110412293-110416009,3716,+,ENST00000590413.5|ENST00000457535.5|ENST00000625451.2|ENST00000585330.6|ENST00000659565.1|ENST00000609512.6|ENST00000609244.6|ENST00000608486.5|ENST00000598454.5|ENST00000609709.5|ENST00000610148.5|ENST00000622324.4|ENST00000608499.5|ENST00000626643.3|ENST00000630179.2|ENST00000612551.4|ENST00000608602.5|ENST00000590826.3|ENST00000631307.2|ENST00000609653.5,ENSE00001592026.1|ENSE00003710942.1,2|3|1,ENSG00000224699.9,+,ENST00000590413.5|ENST00000457535.5|ENST00000625451.2|ENST00000585330.6|ENST00000659565.1|ENST00000609512.6|ENST00000609244.6|ENST00000608486.5|ENST00000598454.5|ENST00000609709.5|ENST00000610148.5|ENST00000608499.5|ENST00000626643.3|ENST00000630179.2|ENST00000612551.4|ENST00000608602.5|ENST00000590826.3|ENST00000631307.2|ENST00000609653.5|ENST00000609245.5|ENST00000608152.1|ENST00000608719.5|ENST00000444238.6|ENST00000608635.5|ENST00000608077.1,ENSE00001616218.1|ENSE00001661233.1|ENSE00003770225.1|ENSE00002882289.1|ENSE00003710073.1,4|3|5|2,ENSG00000224699.9,ENSG00000224699.9,TRUE,annotated
chr1,110412293,110417489,5197,+,LAMTOR5-AS1,ENSG00000224699.9,ENSG00000224699.9:s:110412015-110412498,0,1.466e-05,0.9962,0.0031,0.0032,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000224699.9:s:110412015-110412498_110412293-110417489,,,chr1:110412293-110417489,5196,+,ENST00000590413.5|ENST00000457535.5|ENST00000625451.2|ENST00000585330.6|ENST00000659565.1|ENST00000609512.6|ENST00000609244.6|ENST00000608486.5|ENST00000598454.5|ENST00000609709.5|ENST00000610148.5|ENST00000622324.4|ENST00000608499.5|ENST00000626643.3|ENST00000630179.2|ENST00000612551.4|ENST00000608602.5|ENST00000590826.3|ENST00000631307.2|ENST00000609653.5,ENSE00001592026.1|ENSE00003710942.1,2|3|1,ENSG00000224699.9,+,ENST00000590413.5|ENST00000608486.5|ENST00000609709.5|ENST00000610148.5|ENST00000622324.4|ENST00000608719.5|ENST00000608635.5|ENST00000598350.3,ENSE00002783552.1,5|6|3|4|1,ENSG00000224699.9,ENSG00000224699.9,TRUE,annotated
chr7,125186492,125190307,3816,+,POT1-AS1,ENSG00000224897.8,ENSG00000224897.8:s:125186044-125186492,-4e-04,0.1011,0.3503,0.1303,0.1166,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i",5,5,1,ENSG00000224897.8:s:125186044-125186492_125186492-125190307,125186493,125194017,chr7:125186492-125190307,3815,+,ENST00000661643.1|ENST00000667793.1|ENST00000652238.1|ENST00000655668.1|ENST00000660124.1|ENST00000661562.1|ENST00000424515.2,ENSE00001611267.1,6|4|3,ENSG00000224897.8,,,,,,ENSG00000224897.8,FALSE,novel_acceptor
chr7,125186492,125194312,7821,+,POT1-AS1,ENSG00000224897.8,ENSG00000224897.8:s:125186044-125186492,-0.1306,0.5505,0.03398,0.5155,0.324,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i",5,5,0,ENSG00000224897.8:s:125186044-125186492_125186492-125194312,,,chr7:125186492-125194312,7820,+,ENST00000661643.1|ENST00000667793.1|ENST00000652238.1|ENST00000655668.1|ENST00000660124.1|ENST00000661562.1|ENST00000424515.2,ENSE00001611267.1,6|4|3,ENSG00000224897.8,+,ENST00000667793.1,ENSE00003874836.1,5,ENSG00000224897.8,ENSG00000224897.8,TRUE,annotated
chr7,125186492,125194948,8457,+,POT1-AS1,ENSG00000224897.8,ENSG00000224897.8:s:125186044-125186492,0,8.785e-06,0.9972,0.0028,0.003,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i",5,5,0,ENSG00000224897.8:s:125186044-125186492_125186492-125194948,,,chr7:125186492-125194948,8456,+,ENST00000661643.1|ENST00000667793.1|ENST00000652238.1|ENST00000655668.1|ENST00000660124.1|ENST00000661562.1|ENST00000424515.2,ENSE00001611267.1,6|4|3,ENSG00000224897.8,+,ENST00000661643.1|ENST00000652238.1|ENST00000660124.1|ENST00000661562.1|ENST00000424515.2|ENST00000653619.1|ENST00000667489.1,ENSE00003855738.1|ENSE00003842587.1|ENSE00001755588.1,7|5|4|2,ENSG00000224897.8,ENSG00000224897.8,TRUE,annotated
chr7,125186492,125403504,217013,+,POT1-AS1,ENSG00000224897.8,ENSG00000224897.8:s:125186044-125186492,0.0033,0.002401,0.8663,0.0028,0.0297,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i",5,5,0,ENSG00000224897.8:s:125186044-125186492_125186492-125403504,,,chr7:125186492-125403504,217012,+,ENST00000661643.1|ENST00000667793.1|ENST00000652238.1|ENST00000655668.1|ENST00000660124.1|ENST00000661562.1|ENST00000424515.2,ENSE00001611267.1,6|4|3,ENSG00000224897.8,+,ENST00000670073.1|ENST00000657243.1|ENST00000458437.2|ENST00000655668.1,ENSE00003842971.1,5|7,ENSG00000224897.8,ENSG00000224897.8,TRUE,annotated
chr7,125186493,125194017,7525,+,POT1-AS1,ENSG00000224897.8,ENSG00000224897.8:s:125186044-125186492,0.1127,0.4764,0.04462,0.3648,0.5108,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i",5,5,1,ENSG00000224897.8:s:125186044-125186492_125186493-125194017,,,chr7:125186493-125194017,7524,,,,,,,,,,,,FALSE,none
chr5,475319,476050,732,+,SLC9A3-AS1,ENSG00000225138.8,ENSG00000225138.8:s:475137-475319,0.0052,0.04734,0.4891,0.1336,0.1415,"s|1e1.1o2|1e1.2o2|i",3,2,0,ENSG00000225138.8:s:475137-475319_475319-476050,475320,476049,chr5:475319-476050,731,+,ENST00000607286.5|ENST00000606319.1,ENSE00003699358.1|ENSE00003699478.1,2|1,ENSG00000225138.8,+,ENST00000606319.1,ENSE00003697601.1,2,ENSG00000225138.8,ENSG00000225138.8,TRUE,annotated
chr5,475319,476232,914,+,SLC9A3-AS1,ENSG00000225138.8,ENSG00000225138.8:s:475137-475319,-0.1473,0.7592,0.0181,0.2196,0.0552,"s|1e1.1o2|1e1.2o2|i",3,2,0,ENSG00000225138.8:s:475137-475319_475319-476232,,,chr5:475319-476232,913,+,ENST00000607286.5|ENST00000606319.1,ENSE00003699358.1|ENSE00003699478.1,2|1,ENSG00000225138.8,+,ENST00000607286.5,ENSE00003700641.1,3,ENSG00000225138.8,ENSG00000225138.8,TRUE,annotated
chr5,475320,476049,730,+,SLC9A3-AS1,ENSG00000225138.8,ENSG00000225138.8:s:475137-475319,0.1187,0.5834,0.04374,0.6358,0.7958,"s|1e1.1o2|1e1.2o2|i",3,2,1,ENSG00000225138.8:s:475137-475319_475320-476049,,,chr5:475320-476049,729,,,,,,,,,,,,FALSE,none
chr14,100895039,100897593,2555,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:s:100894770-100895039,-0.1154,0.5661,0.04595,0.5183,0.3654,"s|1e1.1o1|1e2.1o1|i",3,3,0,ENSG00000225746.13:s:100894770-100895039_100895039-100897593,100895040,100897592,chr14:100895039-100897593,2554,+,ENST00000637474.1|ENST00000553584.5|ENST00000554852.5|ENST00000636052.1|ENST00000668102.1,ENSE00003792357.1|ENSE00002444815.1|ENSE00002511330.1|ENSE00003798492.1,5|1,ENSG00000258399.7|ENSG00000225746.13,+,ENST00000637474.1|ENST00000554852.5|ENST00000636052.1|ENST00000668102.1,ENSE00003794368.1|ENSE00002474867.1,6|2,ENSG00000258399.7|ENSG00000225746.13,ENSG00000258399.7|ENSG00000225746.13,TRUE,annotated
chr14,100895039,100898957,3919,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:s:100894770-100895039,-0.0066,0.003769,0.7328,0.0442,0.0178,"s|1e1.1o1|1e2.1o1|i",3,3,0,ENSG00000225746.13:s:100894770-100895039_100895039-100898957,,,chr14:100895039-100898957,3918,+,ENST00000637474.1|ENST00000553584.5|ENST00000554852.5|ENST00000636052.1|ENST00000668102.1,ENSE00003792357.1|ENSE00002444815.1|ENSE00002511330.1|ENSE00003798492.1,5|1,ENSG00000258399.7|ENSG00000225746.13,+,ENST00000637474.1|ENST00000553584.5|ENST00000554852.5|ENST00000636052.1|ENST00000668102.1|ENST00000668725.1|ENST00000638012.2|ENST00000553465.5,ENSE00003797649.1|ENSE00002526638.1,7|2|3,ENSG00000258399.7|ENSG00000225746.13,ENSG00000258399.7|ENSG00000225746.13,TRUE,annotated
chr14,100895040,100897592,2553,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:s:100894770-100895039,0.138,0.6692,0.02782,0.4379,0.617,"s|1e1.1o1|1e2.1o1|i",3,3,1,ENSG00000225746.13:s:100894770-100895039_100895040-100897592,,,chr14:100895040-100897592,2552,,,,,,,,,,,,FALSE,none
chr14,100913521,100914672,1152,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:s:100913384-100913521,-0.0061,0.0007662,0.7861,0.0373,0.0205,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|i",6,6,0,ENSG00000225746.13:s:100913384-100913521_100913521-100914672,100913522,100914671,chr14:100913521-100914672,1151,+,ENST00000637474.1|ENST00000636052.1|ENST00000668102.1|ENST00000668725.1|ENST00000638012.2|ENST00000553465.5|ENST00000663218.1|ENST00000556475.1|ENST00000553421.1,ENSE00003795812.1|ENSE00002491924.1|ENSE00002462743.1,11|7|6|5|3|1,ENSG00000258399.7|ENSG00000225746.13,+,ENST00000553421.1,ENSE00002498086.1,2,ENSG00000225746.13,ENSG00000258399.7|ENSG00000225746.13,TRUE,annotated
chr14,100913521,100917380,3860,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:s:100913384-100913521,0,6.404e-21,1,7e-04,6e-04,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|i",6,6,1,ENSG00000225746.13:s:100913384-100913521_100913521-100917380,,,chr14:100913521-100917380,3859,+,ENST00000637474.1|ENST00000636052.1|ENST00000668102.1|ENST00000668725.1|ENST00000638012.2|ENST00000553465.5|ENST00000663218.1|ENST00000556475.1|ENST00000553421.1,ENSE00003795812.1|ENSE00002491924.1|ENSE00002462743.1,11|7|6|5|3|1,ENSG00000258399.7|ENSG00000225746.13,,,,,,ENSG00000258399.7|ENSG00000225746.13,FALSE,ambig_gene
chr14,100913521,100928099,14579,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:s:100913384-100913521,0.0835,0.4102,0.09817,0.2661,0.388,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|i",6,6,0,ENSG00000225746.13:s:100913384-100913521_100913521-100928099,,,chr14:100913521-100928099,14578,+,ENST00000637474.1|ENST00000636052.1|ENST00000668102.1|ENST00000668725.1|ENST00000638012.2|ENST00000553465.5|ENST00000663218.1|ENST00000556475.1|ENST00000553421.1,ENSE00003795812.1|ENSE00002491924.1|ENSE00002462743.1,11|7|6|5|3|1,ENSG00000258399.7|ENSG00000225746.13,+,ENST00000553465.5,ENSE00002494508.1,7,ENSG00000225746.13,ENSG00000258399.7|ENSG00000225746.13,TRUE,annotated
chr14,100913521,100935772,22252,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:s:100913384-100913521,-0.1094,0.5777,0.05156,0.2716,0.1434,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|i",6,6,0,ENSG00000225746.13:s:100913384-100913521_100913521-100935772,,,chr14:100913521-100935772,22251,+,ENST00000637474.1|ENST00000636052.1|ENST00000668102.1|ENST00000668725.1|ENST00000638012.2|ENST00000553465.5|ENST00000663218.1|ENST00000556475.1|ENST00000553421.1,ENSE00003795812.1|ENSE00002491924.1|ENSE00002462743.1,11|7|6|5|3|1,ENSG00000258399.7|ENSG00000225746.13,+,ENST00000637474.1|ENST00000636052.1|ENST00000668102.1|ENST00000668725.1|ENST00000638012.2|ENST00000663218.1|ENST00000556475.1,ENSE00003795517.1|ENSE00003798634.1|ENSE00003796152.2|ENSE00002442961.1,12|8|7|6|4,ENSG00000258399.7|ENSG00000225746.13,ENSG00000258399.7|ENSG00000225746.13,TRUE,annotated
chr14,100913521,100937403,23883,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:s:100913384-100913521,-0.028,0.1178,0.3278,0.248,0.2103,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|i",6,6,1,ENSG00000225746.13:s:100913384-100913521_100913521-100937403,,,chr14:100913521-100937403,23882,+,ENST00000637474.1|ENST00000636052.1|ENST00000668102.1|ENST00000668725.1|ENST00000638012.2|ENST00000553465.5|ENST00000663218.1|ENST00000556475.1|ENST00000553421.1,ENSE00003795812.1|ENSE00002491924.1|ENSE00002462743.1,11|7|6|5|3|1,ENSG00000258399.7|ENSG00000225746.13,+,ENST00000637474.1|ENST00000636052.1|ENST00000668102.1|ENST00000663218.1,ENSE00003794876.1|ENSE00003792845.1,14|9|7,ENSG00000258399.7|ENSG00000225746.13,ENSG00000258399.7|ENSG00000225746.13,FALSE,ambig_gene
chr14,100913522,100914671,1150,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:s:100913384-100913521,0.0646,0.2993,0.1549,0.164,0.2482,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|i",6,6,1,ENSG00000225746.13:s:100913384-100913521_100913522-100914671,,,chr14:100913522-100914671,1149,,,,,,,,,,,,FALSE,none
chr14,100988790,100989694,905,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:s:100988709-100989212,0.1075,0.4757,0.05043,0.6858,0.8568,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000225746.13:s:100988709-100989212_100988790-100989694,,,chr14:100988790-100989694,904,+,ENST00000660698.1|ENST00000649300.1|ENST00000636391.2|ENST00000665787.1|ENST00000667813.1|ENST00000669238.1|ENST00000670680.1|ENST00000665480.1|ENST00000637332.1,ENSE00003800039.1,18|20|15|14|13|12|5,ENSG00000225746.13,+,ENST00000660698.1|ENST00000636391.2|ENST00000665787.1|ENST00000667813.1|ENST00000670680.1|ENST00000665480.1|ENST00000637332.1,ENSE00003796103.1|ENSE00003851948.1,19|16|15|14|13|6,ENSG00000225746.13,ENSG00000225746.13,TRUE,annotated
chr14,100988790,100991491,2702,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:s:100988709-100989212,-0.0287,0.208,0.203,0.163,0.0993,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000225746.13:s:100988709-100989212_100988790-100991491,,,chr14:100988790-100991491,2701,+,ENST00000660698.1|ENST00000649300.1|ENST00000636391.2|ENST00000665787.1|ENST00000667813.1|ENST00000669238.1|ENST00000670680.1|ENST00000665480.1|ENST00000637332.1,ENSE00003800039.1,18|20|15|14|13|12|5,ENSG00000225746.13,+,ENST00000660698.1|ENST00000636391.2|ENST00000665787.1|ENST00000669238.1|ENST00000665480.1|ENST00000637332.1,ENSE00003797648.1,20|17|16|15|14|7,ENSG00000225746.13,ENSG00000225746.13,TRUE,annotated
chr14,100988790,100993835,5046,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:s:100988709-100989212,-0.067,0.3113,0.1366,0.1475,0.0376,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000225746.13:s:100988709-100989212_100988790-100993835,,,chr14:100988790-100993835,5045,+,ENST00000660698.1|ENST00000649300.1|ENST00000636391.2|ENST00000665787.1|ENST00000667813.1|ENST00000669238.1|ENST00000670680.1|ENST00000665480.1|ENST00000637332.1,ENSE00003800039.1,18|20|15|14|13|12|5,ENSG00000225746.13,+,ENST00000660698.1|ENST00000649300.1|ENST00000636391.2|ENST00000665787.1|ENST00000669238.1|ENST00000665480.1|ENST00000637332.1,ENSE00003794361.1|ENSE00003852326.1,21|18|17|16|15|8,ENSG00000225746.13,ENSG00000225746.13,TRUE,annotated
chr14,100913521,100935772,22252,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:t:100935772-100935999,-0.1842,0.767,0.01223,0.5607,0.3385,"t|1e1.1o1|1e2.1o1|i",3,3,0,ENSG00000225746.13:t:100935772-100935999_100913521-100935772,100928616,100935771,chr14:100913521-100935772,22251,+,ENST00000637474.1|ENST00000636052.1|ENST00000668102.1|ENST00000668725.1|ENST00000638012.2|ENST00000553465.5|ENST00000663218.1|ENST00000556475.1|ENST00000553421.1,ENSE00003795812.1|ENSE00002491924.1|ENSE00002462743.1,11|7|6|5|3|1,ENSG00000258399.7|ENSG00000225746.13,+,ENST00000637474.1|ENST00000636052.1|ENST00000668102.1|ENST00000668725.1|ENST00000638012.2|ENST00000663218.1|ENST00000556475.1,ENSE00003795517.1|ENSE00003798634.1|ENSE00003796152.2|ENSE00002442961.1,12|8|7|6|4,ENSG00000258399.7|ENSG00000225746.13,ENSG00000258399.7|ENSG00000225746.13,TRUE,annotated
chr14,100928167,100935772,7606,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:t:100935772-100935999,0.0262,0.09718,0.3644,0.0861,0.1315,"t|1e1.1o1|1e2.1o1|i",3,3,1,ENSG00000225746.13:t:100935772-100935999_100928167-100935772,,,chr14:100928167-100935772,7605,,,,,,+,ENST00000637474.1|ENST00000636052.1|ENST00000668102.1|ENST00000668725.1|ENST00000638012.2|ENST00000663218.1|ENST00000556475.1,ENSE00003795517.1|ENSE00003798634.1|ENSE00003796152.2|ENSE00002442961.1,12|8|7|6|4,ENSG00000258399.7|ENSG00000225746.13,ENSG00000258399.7|ENSG00000225746.13,FALSE,ambig_gene
chr14,100928616,100935771,7156,+,MEG8,ENSG00000225746.13,ENSG00000225746.13:t:100935772-100935999,0.1349,0.591,0.03265,0.3576,0.529,"t|1e1.1o1|1e2.1o1|i",3,3,1,ENSG00000225746.13:t:100935772-100935999_100928616-100935771,,,chr14:100928616-100935771,7155,,,,,,,,,,,,FALSE,none
chr1,112960575,112963972,3398,+,SLC16A1-AS1,ENSG00000226419.8,ENSG00000226419.8:s:112960477-112961159,-0.1436,0.7325,0.02106,0.2651,0.1039,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i",5,5,0,ENSG00000226419.8:s:112960477-112961159_112960575-112963972,112961160,112963971,chr1:112960575-112963972,3397,+,ENST00000416193.5|ENST00000664314.1|ENST00000428411.6|ENST00000435800.6|ENST00000420168.2|ENST00000662852.1|ENST00000627431.2|ENST00000665960.1,ENSE00001686258.1,2,ENSG00000226419.8,+,ENST00000416193.5|ENST00000664314.1,ENSE00001669682.1,3,ENSG00000226419.8,ENSG00000226419.8,TRUE,annotated
chr1,112960575,112968035,7461,+,SLC16A1-AS1,ENSG00000226419.8,ENSG00000226419.8:s:112960477-112961159,0.0269,0.1512,0.2701,0.4238,0.4504,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i",5,5,0,ENSG00000226419.8:s:112960477-112961159_112960575-112968035,,,chr1:112960575-112968035,7460,+,ENST00000416193.5|ENST00000664314.1|ENST00000428411.6|ENST00000435800.6|ENST00000420168.2|ENST00000662852.1|ENST00000627431.2|ENST00000665960.1,ENSE00001686258.1,2,ENSG00000226419.8,+,ENST00000428411.6|ENST00000420168.2,ENSE00001597594.2|ENSE00001796889.2,3,ENSG00000226419.8,ENSG00000226419.8,TRUE,annotated
chr1,112960575,112996348,35774,+,SLC16A1-AS1,ENSG00000226419.8,ENSG00000226419.8:s:112960477-112961159,0.0044,0.0006702,0.8458,0.0016,0.0311,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i",5,5,0,ENSG00000226419.8:s:112960477-112961159_112960575-112996348,,,chr1:112960575-112996348,35773,+,ENST00000416193.5|ENST00000664314.1|ENST00000428411.6|ENST00000435800.6|ENST00000420168.2|ENST00000662852.1|ENST00000627431.2|ENST00000665960.1,ENSE00001686258.1,2,ENSG00000226419.8,+,ENST00000665960.1,ENSE00003882976.1,3,ENSG00000226419.8,ENSG00000226419.8,TRUE,annotated
