gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,noDox_mean_psi,dox00187_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,seqid,strand,junctions_coords,exons_coords,ir_coords,ucsc_lsv_link
BAHCC1,ENSG00000266074.10,ENSG00000266074.10:s:81445354-81445681,-0.1329;0.1329,5.343e-01;5.343e-01,3.746e-02;3.746e-02,0.5553;0.4447,0.3658;0.6342,s|1e1.1o1|1e2.1o1,2,3,0;0,chr17,+,81445681-81446738;81445681-81447036,81445354-81445681;81446738-81446830;81447036-81447848,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A81447848-81445354
ZNF561-AS1,ENSG00000267106.8,ENSG00000267106.8:s:9621486-9621645,-0.1251;-0.0028;0.1454,5.633e-01;1.708e-03;6.393e-01,4.339e-02;8.652e-01;2.970e-02,0.5829;0.0272;0.3862,0.4053;0.0120;0.5842,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr19,+,9621645-9626784;9621645-9627716;9621645-9632228,9621486-9621645;9626784-9626860;9627716-9627806;9632228-9632651,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A9632651-9621486
CTB-54O9.9,ENSG00000267157.1,ENSG00000267157.1:s:5785383-5785511,-0.0953;-0.0529;0.1713,4.683e-01;2.760e-01;6.443e-01,7.712e-02;1.528e-01;2.075e-02,0.1698;0.2129;0.6153,0.0307;0.1212;0.8497,s|1e1.1o2|1e1.2o2|i,3,2,1;0;1,chr19,-,5784626-5785383;5784439-5785383;5784627-5785382,5784005-5784626;5785383-5785511,5784627-5785382,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A5785511-5784005
CTD-2162K18.4,ENSG00000267260.2,ENSG00000267260.2:s:36773112-36773538,-0.5072;0.0076;0.1353;0.2913,1.000e+00;9.249e-03;6.672e-01;9.924e-01,5.840e-10;7.379e-01;3.215e-02;1.280e-04,0.9357;0.0104;0.0272;0.0254,0.4290;0.0390;0.1833;0.3342,s|1e1.1o1|2e1.1o1|3e1.1o1|4e1.1o1,4,2,0;0;1;0,chr19,+,36773309-36775386;36773509-36775386;36773526-36775386;36773538-36775386,36773112-36773538;36775386-36777078,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A36777078-36773112
CTD-2132N18.3,ENSG00000267261.5,ENSG00000267261.5:s:42128261-42128383,0.1408;-0.0002;-0.0002;-0.1369,5.388e-01;4.470e-04;4.470e-04;5.278e-01,3.217e-02;9.718e-01;9.718e-01;3.389e-02,0.3081;0.0076;0.0076;0.6751,0.5340;0.0057;0.0057;0.4524,s|1e1.1o1|1e2.1o1|1e3.1o1|i,4,4,1;0;0;1,chr17,-,42125898-42128261;42120829-42128261;42120370-42128261;42125899-42128260,42120225-42120370;42120706-42120829;42125626-42125898;42128261-42128383,42125899-42128260,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A42128383-42120225
TBX2-AS1,ENSG00000267280.5,ENSG00000267280.5:t:61398012-61398410,0.0138;0.0117;0.0793;-0.1256,5.015e-02;5.723e-02;3.500e-01;6.113e-01,4.742e-01;4.590e-01;1.387e-01;4.052e-02,0.0435;0.0688;0.0033;0.8786,0.0693;0.0869;0.1152;0.7178,t|1e1.1o1|2e1.1o1|3e1.1o1|i,4,2,1;1;1;1,chr17,-,61398410-61398525;61398408-61398525;61398173-61398525;61398411-61399036,61398012-61398410;61398525-na,61398411-61399036,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A61398535-61398012
CTC-454I21.3,ENSG00000267360.6,ENSG00000267360.6:s:37207040-37207254,-0.1537;0.1552;-0.0001,5.956e-01;5.995e-01;1.828e-04,2.757e-02;2.701e-02;9.805e-01,0.6536;0.3399;0.0077,0.4336;0.5604;0.0063,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr19,-,37199054-37207040;37190150-37207040;37156355-37207040,37156229-37156355;37190024-37190150;37198939-37199054;37207040-37207254,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A37207254-37156229
CTD-2265O21.3,ENSG00000267424.1,ENSG00000267424.1:s:12825711-12825912,0.1324;-0.1324,5.593e-01;5.593e-01,3.637e-02;3.637e-02,0.2074;0.7926,0.3890;0.6110,s|1e1.1o1|i,2,2,0;1,chr19,+,12825912-12826785;12825913-12826784,12825711-12825912;12826785-12826892,12825913-12826784,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A12826892-12825711
CTC-459F4.3,ENSG00000267575.7,ENSG00000267575.7:s:27793431-27793650,-0.0707;-0.0182;-0.0000;0.1434;-0.0190;-0.0000;-0.0000,3.435e-01;3.858e-02;5.894e-08;6.279e-01;3.294e-02;5.894e-08;5.894e-08,1.180e-01;5.060e-01;9.999e-01;3.082e-02;5.319e-01;9.999e-01;9.999e-01,0.4387;0.0651;0.0014;0.4339;0.0643;0.0014;0.0014,0.3227;0.0329;0.0011;0.6125;0.0253;0.0011;0.0011,s|1e2.1o1|1e3.1o1|2e1.1o2|2e2.1o1|2e3.1o1|2e4.1o1|2e5.1o1,7,6,0;1;0;0;0;0;0,chr19,+,27793609-27797754;27793609-27805605;27793650-27794682;27793650-27797754;27793650-27805605;27793650-27900789;27793650-27919780,27793431-27793650;27794682-27796486;27797754-27798315;27805605-27805811;27900789-27900869;27919780-27919858,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A27919858-27793431
CTC-459F4.3,ENSG00000267575.7,ENSG00000267575.7:t:27797754-27798315,-0.0419;0.1368;-0.0721;-0.0000;-0.0000,1.942e-01;5.981e-01;3.651e-01;6.205e-09;6.205e-09,2.340e-01;3.464e-02;1.099e-01;9.999e-01;9.999e-01,0.3533;0.3488;0.2850;0.0015;0.0015,0.2708;0.4988;0.1988;0.0013;0.0013,t|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2|1e3.1o1,5,4,0;0;0;0;0,chr19,+,27793609-27797754;27793650-27797754;27794122-27797754;27794142-27797754;27794869-27797754,27793431-27793650;27793895-27794142;27794682-27796486;27797754-27798315,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A27798315-27793431
RP5-837J1.3,ENSG00000267618.5,ENSG00000267618.5:s:35107366-35107447,0.1456;-0.1456,6.547e-01;6.547e-01,2.909e-02;2.909e-02,0.8001;0.1999,0.9527;0.0473,s|1e1.1o1|1e2.1o1,2,3,0;0,chr17,-,35107122-35107366;35106481-35107366,35106386-35106481;35106988-35107122;35107366-35107447,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A35107447-35106386
RP11-577H5.5,ENSG00000267645.5,ENSG00000267645.5:t:102643799-102643869,0.1483;-0.0525;-0.0009;-0.0571,7.020e-01;2.218e-01;9.301e-03;3.241e-01,2.653e-02;1.931e-01;7.604e-01;1.255e-01,0.0060;0.0885;0.0266;0.8809,0.1959;0.0056;0.0238;0.7623,t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2,4,4,1;1;1;1,chr7,-,102643869-102665662;102643869-102645380;102643869-102644435;102643869-102644394,102643799-102643869;102644394-102644562;102645380-102645479;102665662-na,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A102665672-102643799
MZF1-AS1,ENSG00000267858.6,ENSG00000267858.6:s:58568913-58568995,0.1168;-0.1168,5.106e-01;5.106e-01,4.821e-02;4.821e-02,0.0758;0.9242,0.2562;0.7438,s|1e1.1o1|i,2,2,0;1,chr19,+,58568995-58570384;58568996-58570383,58568913-58568995;58570384-58570584,58568996-58570383,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A58570584-58568913
MZF1-AS1,ENSG00000267858.6,ENSG00000267858.6:s:58570384-58570584,-0.0553;-0.0330;0.0000;0.1343,2.343e-01;1.237e-01;2.075e-04;6.116e-01,1.918e-01;3.123e-01;9.809e-01;3.668e-02,0.0989;0.0793;0.0060;0.8174,0.0062;0.0062;0.0062;0.9815,s|1e1.1o1|1e2.1o1|1e3.1o1|i,4,4,0;0;0;1,chr19,+,58570457-58570852;58570457-58571858;58570457-58572578;58570585-58570851,58570384-58570584;58570852-58571029;58571858-58571955;58572578-58572823,58570585-58570851,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A58572823-58570384
NBPF12,ENSG00000268043.7,ENSG00000268043.7:s:146959859-146960011,-0.1009;0.0001;0.0992,4.579e-01;2.753e-05;4.514e-01,6.404e-02;9.941e-01;6.594e-02,0.7116;0.0035;0.2851,0.5697;0.0057;0.4251,s|1e1.1o1|1e2.1o2|2e1.1o1,3,3,0;0;0,chr1,+,146960006-146960109;146960006-146966464;146960011-146960109,146959859-146960011;146960109-146960318;146966464-146966673,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A146966673-146959859
NBPF12,ENSG00000268043.7,ENSG00000268043.7:s:146969270-146969596,-0.2969;0.2986;0.0000,1.000e+00;1.000e+00;1.847e-08,5.265e-11;1.821e-10;9.999e-01,0.3157;0.6828;0.0016,0.0025;0.9949;0.0025,s|1e2.2o2|2e1.1o1|2e3.1o1,3,4,1;0;0,chr1,+,146969574-146975870;146969596-146970647;146969596-146976929,146969270-146969596;146970647-146970719;146975677-146975891;146976929-146977001,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A146977001-146969270
NBPF12,ENSG00000268043.7,ENSG00000268043.7:t:146960109-146960318,0.0001;-0.1009;0.0992,2.753e-05;4.579e-01;4.514e-01,9.941e-01;6.404e-02;6.594e-02,0.0035;0.7116;0.2851,0.0057;0.5697;0.4251,t|1e1.1o1|1e2.1o2|1e2.2o2,3,3,1;0;0,chr1,+,146951489-146960109;146960006-146960109;146960011-146960109,146951348-146951489;146959859-146960011;146960109-146960318,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A146960318-146951348
NBPF12,ENSG00000268043.7,ENSG00000268043.7:t:146966464-146966673,0.0000;-0.1771;0.1772,2.421e-09;8.229e-01;8.234e-01,9.999e-01;1.120e-02;1.116e-02,0.0022;0.7536;0.2444,0.0022;0.5464;0.4513,t|1e1.1o2|1e3.2o2|2e2.1o2,3,4,0;0;0,chr1,+,146960006-146966464;146965104-146966464;146960224-146966580,146959859-146960011;146960109-146960318;146964893-146965104;146966464-146966673,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A146966673-146959859
NBPF12,ENSG00000268043.7,ENSG00000268043.7:t:146984134-146984185,0.0013;-0.1212;0.1266;-0.0058,6.919e-03;6.364e-01;5.764e-01;1.543e-01,7.004e-01;4.067e-02;4.097e-02;2.576e-01,0.0332;0.1566;0.2082;0.5928,0.0330;0.0114;0.3698;0.5753,t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3,4,3,0;1;1;0,chr1,+,146979010-146984134;146982980-146984134;146983011-146984134;146983091-146984134,146978959-146979010;146982928-146983091;146984134-146984185,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A146984185-146978959
AC003005.4,ENSG00000268107.6,ENSG00000268107.6:t:57507252-na,0.2372;-0.2372,9.429e-01;9.429e-01,1.829e-03;1.829e-03,0.7009;0.2991,0.9875;0.0125,t|1e1.1o1|1e2.1o1,2,3,1;1,chr19,+,57493749-57507252;57493917-57507252,na-57493749;na-57493917;57507252-na,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A57507262-57493739
FAM156A,ENSG00000268350.8,ENSG00000268350.8:t:52956273-52956755,-0.0002;0.0000;0.0000;0.0000;0.0142;-0.0017;-0.0115;0.0000;0.0020;0.0000;-0.1026;0.0337;0.0492,2.108e-04;3.429e-07;3.429e-07;3.429e-07;1.244e-01;1.982e-03;2.761e-02;3.429e-07;2.737e-03;3.429e-07;5.112e-01;1.384e-01;2.649e-01,9.506e-01;9.997e-01;9.997e-01;9.997e-01;3.202e-01;8.491e-01;5.692e-01;9.997e-01;8.275e-01;9.997e-01;6.661e-02;3.015e-01;1.570e-01,0.0113;0.0008;0.0008;0.0008;0.1398;0.0213;0.0494;0.0008;0.0213;0.0008;0.2087;0.0481;0.4780,0.0128;0.0010;0.0010;0.0010;0.1792;0.0138;0.0291;0.0010;0.0291;0.0010;0.0756;0.1010;0.5749,t|1e1.1o1|1e2.1o1|1e3.1o1|1e5.1o1|1e7.1o1|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1|2e5.1o1|2e6.1o1|2e7.1o1|i,13,8,0;0;0;0;0;0;0;0;0;0;0;0;0,chrX,-,52956755-52995415;52956755-52995306;52956755-52964084;52956755-52958405;52956755-52957088;52956346-52995415;52956346-52995306;52956346-52964084;52956346-52958624;52956346-52958405;52956346-52957602;52956346-52957088;52956756-52957087,52956273-52956755;52957088-52957247;52957602-52957659;52958405-52958518;52958624-52958873;52964084-52964508;52995306-52995372;52995415-52995472,52956756-52957087,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A52995472-52956273
CTD-2017D11.1,ENSG00000268362.6,ENSG00000268362.6:s:24033401-24033621,0.0201;0.0151;0.0106;0.0464;-0.1425,2.990e-02;9.960e-02;2.623e-02;1.657e-01;6.281e-01,5.396e-01;3.655e-01;5.899e-01;2.676e-01;3.200e-02,0.0015;0.1423;0.0348;0.0179;0.8031,0.0597;0.1600;0.0467;0.0860;0.6231,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1,5,6,0;0;0;0;0,chr19,+,24033621-24034523;24033621-24036253;24033621-24036746;24033621-24042443;24033621-24046184,24033401-24033621;24034523-24034712;24036253-24036382;24036746-24037405;24042443-24042722;24046184-24046279,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A24046279-24033401
MAGEA2,ENSG00000268606.6,ENSG00000268606.6:t:152751509-152751574,0.0025;-0.1134;0.1349,1.564e-01;4.853e-01;5.705e-01,2.706e-01;5.254e-02;3.766e-02,0.2511;0.6593;0.0917,0.2413;0.4937;0.2551,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chrX,-,152751574-152753788;152751574-152752394;152751574-152751725,152751509-152751574;152751725-152751822;152752394-152752513;152753788-152753884,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A152753884-152751509
CTD-2583A14.10,ENSG00000268750.7,ENSG00000268750.7:s:57820494-57820549,-0.1256;0.1135;0.0122,5.519e-01;5.660e-01;2.575e-01,4.060e-02;5.264e-02;1.667e-01,0.6791;0.0633;0.2573,0.5106;0.2049;0.2783,s|1e1.1o1|1e2.1o2|1e2.2o2,3,3,0;1;0,chr19,+,57820549-57839023;57820549-57856104;57820549-57856107,57820494-57820549;57839023-57839149;57856104-57856233,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A57856233-57820494
A1BG-AS1,ENSG00000268895.6,ENSG00000268895.6:t:58353714-58354039,0.1006;-0.0001;-0.1004,4.967e-01;1.472e-04;4.965e-01,7.143e-02;9.828e-01;7.075e-02,0.0247;0.0074;0.9691,0.1710;0.0061;0.8232,t|1e1.1o1|1e2.1o2|1e2.2o2,3,3,0;0;0,chr19,+,58347844-58353714;58353461-58353714;58353474-58353714,58347718-58347844;58353321-58353474;58353714-58354039,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A58354039-58347718
CSAG2,ENSG00000268902.3,ENSG00000268902.3:t:152708261-152708640,0.0358;0.0267;0.1613;0.0000;-0.2581;0.0000,1.706e-01;1.838e-01;7.645e-01;2.143e-07;9.028e-01;2.143e-07,2.579e-01;2.326e-01;1.735e-02;9.997e-01;3.357e-03;9.997e-01,0.1321;0.2607;0.0709;0.0015;0.5346;0.0015,0.1954;0.2946;0.2588;0.0018;0.2482;0.0018,t|1e1.1o1|1e2.1o1|1e3.1o4|1e3.3o4|1e3.4o4|2e3.2o4,6,4,1;1;0;0;0;0,chrX,-,152708640-152713256;152708640-152709461;152708640-152708850;152708640-152708835;152708640-152708799;152708639-152708849,152708261-152708640;152708799-152709007;152709461-152709575;152713256-152713315,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A152713315-152708261
ZNF818P,ENSG00000269001.2,ENSG00000269001.2:s:53200624-53200703,-0.3454;0.3454,8.865e-01;8.865e-01,2.686e-03;2.686e-03,0.7003;0.2997,0.3281;0.6719,s|1e1.1o1|1e2.1o1,2,3,0;0,chr19,+,53200703-53202552;53200703-53204016,53200624-53200703;53202552-53202702;53204016-53204142,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A53204142-53200624
LINC01224,ENSG00000269416.6,ENSG00000269416.6:s:23415894-23416075,-0.0000;-0.0494;-0.0250;0.0113;0.0002;0.0451;0.1285;-0.0276;-0.0969;0.0158,7.857e-07;1.850e-01;1.862e-02;2.293e-02;6.220e-07;1.719e-01;6.451e-01;6.270e-02;4.810e-01;1.612e-02,9.933e-01;2.483e-01;5.342e-01;5.770e-01;9.932e-01;2.597e-01;3.741e-02;4.304e-01;8.033e-02;5.843e-01,0.0129;0.1383;0.0634;0.0518;0.0049;0.0975;0.2769;0.0989;0.1928;0.0453,0.0099;0.0744;0.0231;0.0716;0.0163;0.1570;0.4334;0.0513;0.0782;0.0720,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o2|2e4.2o2,10,5,1;0;1;1;0;1;0;0;0;1,chr19,-,23406105-23415904;23405335-23415904;23403747-23415904;23403509-23415904;23403493-23415904;23406105-23415894;23405335-23415894;23403747-23415894;23403509-23415894;23403493-23415894,23403206-23403509;23403720-23403747;23405258-23405335;23406000-23406105;23415894-23416075,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A23416075-23403206
LINC01224,ENSG00000269416.6,ENSG00000269416.6:t:23405258-23405335,-0.0989;0.1490;-0.0347,4.919e-01;6.749e-01;1.630e-01,7.272e-02;2.653e-02;2.688e-01,0.2385;0.4720;0.2881,0.1124;0.6547;0.2333,t|1e1.1o2|1e1.2o2|1e2.1o1,3,3,0;0;0,chr19,-,23405335-23415904;23405335-23415894;23405335-23406000,23405258-23405335;23406000-23406105;23415894-23416075,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A23416075-23405258
C10orf95-AS1,ENSG00000269609.6,ENSG00000269609.6:s:102450068-102450360,-0.1188;0.0054;0.1336;-0.0386;-0.0000;0.0246,5.664e-01;6.109e-02;6.410e-01;2.306e-01;4.484e-06;4.130e-02,4.894e-02;4.489e-01;3.550e-02;1.925e-01;9.984e-01;4.889e-01,0.2682;0.0556;0.0528;0.6178;0.0025;0.0025,0.1034;0.0721;0.2095;0.5300;0.0019;0.0718,s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|2e1.1o1|2e3.1o1,6,4,0;1;1;0;0;0,chr10,+,102450330-102451399;102450330-102452066;102450330-102452090;102450330-102455337;102450360-102451399;102450360-102455337,102450068-102450360;102451399-102451555;102451602-102453539;102453840-102456297,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A102456297-102450068
NBPF9,ENSG00000269713.7,ENSG00000269713.7:s:149081655-149082174,0.0841;-0.1331;0.0393,3.818e-01;7.894e-01;2.101e-02,1.138e-01;4.763e-03;4.743e-01,0.8384;0.1572;0.0068,0.9293;0.0008;0.0699,s|1e1.1o1|1e2.1o1|2e3.1o1,3,4,0;1;1,chr1,-,149080155-149081965;149079221-149081965;149075346-149081655,na-149075346;149079007-149079221;149080053-149080155;149081655-149082174,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A149082174-149075336
NBPF9,ENSG00000269713.7,ENSG00000269713.7:t:149079007-149079221,-0.2300;0.2300,9.983e-01;9.983e-01,6.817e-08;6.807e-08,0.2501;0.7499,0.0024;0.9976,t|1e1.1o2|1e2.1o1,2,3,1;0,chr1,-,149079221-149081965;149079221-149080053,149079007-149079221;149080053-149080155;149081655-149082174,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A149082174-149079007
SLC25A53,ENSG00000269743.3,ENSG00000269743.3:s:104156878-104157009,-0.1378;-0.0144;0.1607;-0.0001,6.685e-01;6.737e-02;6.859e-01;3.328e-05,3.192e-02;4.378e-01;2.266e-02;9.940e-01,0.2008;0.0661;0.7131;0.0046,0.0308;0.0537;0.9145;0.0036,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2,4,5,1;1;0;0,chrX,-,104144591-104156878;104136861-104156878;104131223-104156878;104105288-104156878,na-104136861;104099214-104105288;104130604-104131223;104144506-104144591;104156878-104157009,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A104157009-104099214
SLC25A53,ENSG00000269743.3,ENSG00000269743.3:t:104130604-104131223,0.0468;-0.1196;0.0433,2.435e-01;5.610e-01;2.161e-01,1.706e-01;4.836e-02;2.126e-01,0.7240;0.1970;0.0913,0.7937;0.0435;0.1666,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;1;1,chrX,-,104131223-104156878;104131223-104144506;104131223-104131848,104130604-104131223;104131848-na;104144506-104144591;104156878-104157009,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A104157009-104130604
NBPF8,ENSG00000270231.4,ENSG00000270231.4:s:120436232-120436390,0.1161;-0.1152;-0.0000,5.697e-01;5.654e-01;2.718e-07,4.999e-02;5.089e-02;9.994e-01,0.1197;0.8770;0.0033,0.2653;0.7322;0.0028,s|1e1.1o2|2e1.1o2|2e1.2o2,3,2,0;1;1,chr1,+,120436385-120436488;120436390-120436488;120436390-120436522,120436232-120436390;120436488-120436697,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A120436697-120436232
NBPF8,ENSG00000270231.4,ENSG00000270231.4:t:120442841-120443050,-0.1653;0.1653,6.731e-01;6.731e-01,2.202e-02;2.202e-02,0.7202;0.2798,0.5208;0.4792,t|1e2.1o1|2e1.1o2,2,3,0;1,chr1,+,120441489-120442841;120436633-120442987,120436488-120436697;120441278-120441489;120442841-120443050,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A120443050-120436488
NBPF14,ENSG00000270629.6,ENSG00000270629.6:s:148592552-148592766,-0.1023;0.1023,5.230e-01;5.230e-01,5.837e-02;5.837e-02,0.9311;0.0689,0.8195;0.1805,s|1e1.1o1|1e2.1o1,2,3,0;1,chr1,-,148591504-148592552;148590968-148592552,148590757-148590968;148591432-148591504;148592552-148592766,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A148592766-148590757
NBPF14,ENSG00000270629.6,ENSG00000270629.6:t:148590757-148590968,0.1711;-0.1711,7.102e-01;7.102e-01,1.918e-02;1.918e-02,0.3850;0.6150,0.6254;0.3746,t|1e1.1o1|1e2.1o1,2,3,1;0,chr1,-,148590968-148592552;148590968-148591432,148590757-148590968;148591432-148591504;148592552-148592766,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A148592766-148590757
TLCD4-RWDD3,ENSG00000271092.5,ENSG00000271092.5:t:95246542-95247225,-0.0190;-0.0021;0.1881;-0.1226,8.497e-02;2.019e-03;7.288e-01;5.409e-01,3.926e-01;9.015e-01;1.474e-02;4.236e-02,0.0960;0.0225;0.2149;0.6518,0.0593;0.0032;0.4595;0.4632,t|1e2.2o2|2e1.1o1|2e2.1o2|i,4,3,1;0;1;1,chr1,+,95244715-95246542;95230994-95246756;95244698-95246756;95244956-95246541,95230902-95230994;95244211-95244955;95246542-95247225,95244956-95246541,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A95247225-95230902
LYRM4-AS1,ENSG00000272142.4,ENSG00000272142.4:s:5021381-5021473,-0.0513;-0.0001;-0.2022;0.3334,2.014e-01;9.241e-05;7.198e-01;9.484e-01,2.230e-01;9.894e-01;1.371e-02;1.214e-03,0.1000;0.0057;0.7134;0.1813,0.0039;0.0039;0.4534;0.5385,s|1e1.1o1|1e2.2o3|1e3.2o3|1e3.3o3,4,4,0;0;0;0,chr6,+,5021473-5022429;5021473-5030773;5021473-5042506;5021473-5042588,5021381-5021473;5022429-5022576;5030749-5031752;5042465-5043962,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A5043962-5021381
LYRM4-AS1,ENSG00000272142.4,ENSG00000272142.4:t:5042465-5043962,-0.0001;-0.2544;-0.0096;-0.0001;-0.0001;-0.0001;0.3168;-0.0001;-0.0001,4.102e-05;8.371e-01;2.096e-02;4.102e-05;4.102e-05;4.102e-05;9.228e-01;4.102e-05;4.102e-05,9.955e-01;5.861e-03;6.662e-01;9.955e-01;9.955e-01;9.955e-01;2.003e-03;9.955e-01;9.955e-01,0.0027;0.7531;0.0335;0.0027;0.0027;0.0027;0.1979;0.0027;0.0027,0.0017;0.4512;0.0017;0.0017;0.0017;0.0017;0.5362;0.0017;0.0017,t|1e4.1o1|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1|2e5.1o1|3e1.1o1|3e3.1o1|3e5.1o1,9,6,0;0;0;0;0;0;0;0;0,chr6,+,5031022-5042465;5021473-5042506;5022576-5042506;5030195-5042506;5031022-5042506;5040687-5042506;5021473-5042588;5030195-5042588;5040687-5042588,5021381-5021473;5022429-5022576;5029958-5030195;5030749-5031752;5040630-5040687;5042465-5043962,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A5043962-5021381
POM121C,ENSG00000272391.6,ENSG00000272391.6:s:75485864-75486299,0.0007;0.0217;-0.1275;0.0819,3.107e-05;5.251e-02;6.345e-01;4.003e-01,8.700e-01;4.726e-01;3.949e-02;1.071e-01,0.0259;0.0666;0.5162;0.3879,0.0367;0.1042;0.3711;0.4924,s|1e1.3o3|2e1.1o3|2e1.2o3|2e2.1o1,4,3,1;1;1;0,chr7,-,75484256-75485971;75484319-75485864;75484300-75485864;75475188-75485864,75475062-75475188;75484198-75484328;75485864-75486299,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A75486299-75475062
POM121C,ENSG00000272391.6,ENSG00000272391.6:t:75475062-75475188,0.1023;-0.1023,5.258e-01;5.258e-01,6.447e-02;6.447e-02,0.1854;0.8146,0.2986;0.7014,t|1e1.2o2|1e2.1o1,2,3,0;0,chr7,-,75475188-75485864;75475188-75484198,75475062-75475188;75484198-75484328;75485864-75486299,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A75486299-75475062
RP11-54O7.16,ENSG00000272438.1,ENSG00000272438.1:t:915319-915471,-0.1081;0.1081,5.316e-01;5.316e-01,6.270e-02;6.270e-02,0.1667;0.8333,0.0160;0.9840,t|1e1.1o1|1e2.1o1,2,3,1;1,chr1,+,914444-915319;915235-915319,na-914444;915168-915235;915319-915471,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A915471-914434
